locus_tag	ftype	length_bp	gene	EC_number	COG	product
LCKJJHDB_00040	CDS	1629				hypothetical protein
LCKJJHDB_00041	CDS	795				hypothetical protein
LCKJJHDB_00042	CDS	330				hypothetical protein
LCKJJHDB_00043	CDS	195				hypothetical protein
LCKJJHDB_00044	CDS	240				hypothetical protein
LCKJJHDB_00045	CDS	282				hypothetical protein
LCKJJHDB_00046	CDS	252				hypothetical protein
LCKJJHDB_00047	CDS	522				hypothetical protein
LCKJJHDB_00048	CDS	195				hypothetical protein
LCKJJHDB_00049	CDS	741				hypothetical protein
LCKJJHDB_00050	CDS	198				hypothetical protein
LCKJJHDB_00051	CDS	387				hypothetical protein
LCKJJHDB_00052	CDS	555				hypothetical protein
LCKJJHDB_00053	CDS	231				hypothetical protein
LCKJJHDB_00054	CDS	195				hypothetical protein
LCKJJHDB_00055	CDS	243				hypothetical protein
LCKJJHDB_00056	CDS	213				hypothetical protein
LCKJJHDB_00057	CDS	147				hypothetical protein
LCKJJHDB_00058	CDS	165				hypothetical protein
LCKJJHDB_00059	CDS	306				hypothetical protein
LCKJJHDB_00060	CDS	1185	xerC_1			Tyrosine recombinase XerC
LCKJJHDB_00061	CDS	450	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
LCKJJHDB_00062	CDS	243				hypothetical protein
LCKJJHDB_00063	CDS	1383	dauA_1		COG0659	C4-dicarboxylic acid transporter DauA
LCKJJHDB_00064	CDS	372				hypothetical protein
LCKJJHDB_00065	CDS	684				IS3 family transposase ISLla3
LCKJJHDB_00066	CDS	840				IS3 family transposase IS1069
LCKJJHDB_00067	CDS	291				IS3 family transposase IS1076
LCKJJHDB_00068	CDS	264	dauA_2		COG0659	C4-dicarboxylic acid transporter DauA
LCKJJHDB_00069	CDS	522				hypothetical protein
LCKJJHDB_00070	tRNA	75				tRNA-Lys(ctt)
LCKJJHDB_00071	CDS	1176	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
LCKJJHDB_00072	CDS	756	recO		COG1381	DNA repair protein RecO
LCKJJHDB_00073	CDS	174				hypothetical protein
LCKJJHDB_00074	CDS	1419	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
LCKJJHDB_00075	CDS	1599				hypothetical protein
LCKJJHDB_00076	CDS	981	pdhB	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
LCKJJHDB_00077	CDS	1125	pdhA	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
LCKJJHDB_00078	CDS	1002	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
LCKJJHDB_00079	CDS	846	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
LCKJJHDB_00080	CDS	651	yedJ		COG1418	putative protein YedJ
LCKJJHDB_00081	CDS	1026	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
LCKJJHDB_00082	CDS	438	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
LCKJJHDB_00083	CDS	1314	potE_1			Putrescine transporter PotE
LCKJJHDB_00084	CDS	351				hypothetical protein
LCKJJHDB_00085	CDS	996	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
LCKJJHDB_00086	CDS	813	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
LCKJJHDB_00087	CDS	1638	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
LCKJJHDB_00088	CDS	1281		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
LCKJJHDB_00089	CDS	834				hypothetical protein
LCKJJHDB_00090	CDS	468				Putative universal stress protein
LCKJJHDB_00091	CDS	198				hypothetical protein
LCKJJHDB_00092	CDS	621	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
LCKJJHDB_00093	CDS	1170	mhqA	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
LCKJJHDB_00094	CDS	591				hypothetical protein
LCKJJHDB_00095	CDS	2148	lagD	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
LCKJJHDB_00096	CDS	1422	lcnD_1			Lactococcin A secretion protein LcnD
LCKJJHDB_00097	CDS	126				hypothetical protein
LCKJJHDB_00098	CDS	453				hypothetical protein
LCKJJHDB_00099	CDS	657				hypothetical protein
LCKJJHDB_00100	CDS	282				hypothetical protein
LCKJJHDB_00101	CDS	153				hypothetical protein
LCKJJHDB_00102	CDS	219	lcnD_2			Lactococcin A secretion protein LcnD
LCKJJHDB_00103	CDS	711				hypothetical protein
LCKJJHDB_00104	CDS	453				hypothetical protein
LCKJJHDB_00105	CDS	840				IS3 family transposase IS981
LCKJJHDB_00106	CDS	261				hypothetical protein
LCKJJHDB_00107	CDS	606				hypothetical protein
LCKJJHDB_00108	CDS	591				IS3 family transposase IS981
LCKJJHDB_00109	CDS	261				hypothetical protein
LCKJJHDB_00110	CDS	369				hypothetical protein
LCKJJHDB_00111	CDS	303				hypothetical protein
LCKJJHDB_00112	CDS	168				hypothetical protein
LCKJJHDB_00113	CDS	150	rpmGA_1			50S ribosomal protein L33 1
LCKJJHDB_00114	CDS	174	rpmF		COG0333	50S ribosomal protein L32
LCKJJHDB_00115	CDS	1782	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
LCKJJHDB_00116	CDS	786	spo0J		COG1475	Stage 0 sporulation protein J
LCKJJHDB_00117	CDS	1260			COG2256	putative AAA domain-containing protein
LCKJJHDB_00118	CDS	489				hypothetical protein
LCKJJHDB_00119	CDS	468				hypothetical protein
LCKJJHDB_00120	CDS	1554	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
LCKJJHDB_00121	CDS	285				hypothetical protein
LCKJJHDB_00122	CDS	489				hypothetical protein
LCKJJHDB_00123	CDS	954	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
LCKJJHDB_00124	CDS	753	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
LCKJJHDB_00125	CDS	957				hypothetical protein
LCKJJHDB_00126	CDS	2223	relA			Bifunctional (p)ppGpp synthase/hydrolase RelA
LCKJJHDB_00127	CDS	936	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
LCKJJHDB_00128	CDS	456	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
LCKJJHDB_00129	CDS	996				hypothetical protein
LCKJJHDB_00130	CDS	624		3.1.3.-	COG1011	D-ribitol-5-phosphate phosphatase
LCKJJHDB_00131	CDS	1410	yhdG		COG0531	putative amino acid permease YhdG
LCKJJHDB_00132	CDS	642	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
LCKJJHDB_00133	CDS	492				hypothetical protein
LCKJJHDB_00134	CDS	645	azoR2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 2
LCKJJHDB_00135	CDS	2598	secA		COG0653	Protein translocase subunit SecA
LCKJJHDB_00136	CDS	1038	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
LCKJJHDB_00137	CDS	267	ptsH		COG1925	Phosphocarrier protein HPr
LCKJJHDB_00138	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
LCKJJHDB_00139	CDS	282				hypothetical protein
LCKJJHDB_00140	CDS	300			COG0718	Nucleoid-associated protein
LCKJJHDB_00141	tRNA	87				tRNA-Leu(aag)
LCKJJHDB_00142	CDS	936	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
LCKJJHDB_00143	CDS	321	gdx		COG2076	Guanidinium exporter
LCKJJHDB_00144	CDS	1164	tetA_1			Tetracycline resistance protein, class B
LCKJJHDB_00145	tRNA	87				tRNA-Ser(cga)
LCKJJHDB_00146	CDS	1197	argG	6.3.4.5		Argininosuccinate synthase
LCKJJHDB_00147	CDS	1380	argH	4.3.2.1	COG0165	Argininosuccinate lyase
LCKJJHDB_00148	CDS	1197	sbnD			Staphyloferrin B transporter
LCKJJHDB_00149	CDS	576				hypothetical protein
LCKJJHDB_00150	CDS	354	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
LCKJJHDB_00151	CDS	810	misCA		COG0706	Membrane protein insertase MisCA
LCKJJHDB_00152	CDS	915				hypothetical protein
LCKJJHDB_00153	CDS	135	rpmH		COG0230	50S ribosomal protein L34
LCKJJHDB_00154	CDS	207				hypothetical protein
LCKJJHDB_00155	CDS	660	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
LCKJJHDB_00156	CDS	321				hypothetical protein
LCKJJHDB_00157	CDS	228				hypothetical protein
LCKJJHDB_00158	CDS	546				hypothetical protein
LCKJJHDB_00159	CDS	681				hypothetical protein
LCKJJHDB_00160	CDS	291				IS3 family transposase IS1076
LCKJJHDB_00161	CDS	840				IS3 family transposase IS1069
LCKJJHDB_00162	CDS	558				hypothetical protein
LCKJJHDB_00163	CDS	819				IS3 family transposase ISLla3
LCKJJHDB_00164	CDS	840				IS3 family transposase IS1069
LCKJJHDB_00165	CDS	291				IS3 family transposase IS1076
LCKJJHDB_00166	CDS	267				hypothetical protein
LCKJJHDB_00167	CDS	432	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
LCKJJHDB_00168	CDS	324				hypothetical protein
LCKJJHDB_00169	CDS	552				Potassium channel
LCKJJHDB_00170	CDS	786	acr1	1.2.1.-	COG3320	Fatty acyl-CoA reductase
LCKJJHDB_00171	CDS	246				hypothetical protein
LCKJJHDB_00172	CDS	786	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
LCKJJHDB_00173	CDS	546				hypothetical protein
LCKJJHDB_00174	CDS	1347	glgB_1	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
LCKJJHDB_00175	CDS	600	glgB_2	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
LCKJJHDB_00176	CDS	354				hypothetical protein
LCKJJHDB_00177	CDS	5952				hypothetical protein
LCKJJHDB_00178	tRNA	75				tRNA-Thr(cgt)
LCKJJHDB_00179	CDS	1149	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
LCKJJHDB_00180	CDS	693				hypothetical protein
LCKJJHDB_00181	CDS	1182	cntE			Staphylopine export protein
LCKJJHDB_00182	CDS	438	yccU		COG1832	putative protein YccU
LCKJJHDB_00183	CDS	792				hypothetical protein
LCKJJHDB_00184	CDS	210				hypothetical protein
LCKJJHDB_00185	CDS	240				hypothetical protein
LCKJJHDB_00186	CDS	1584				hypothetical protein
LCKJJHDB_00187	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
LCKJJHDB_00188	CDS	789	codY_1		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
LCKJJHDB_00189	CDS	306	gatC	6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit C
LCKJJHDB_00190	CDS	1461	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
LCKJJHDB_00191	CDS	603				hypothetical protein
LCKJJHDB_00192	CDS	1434	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
LCKJJHDB_00193	CDS	165				hypothetical protein
LCKJJHDB_00194	CDS	1500	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
LCKJJHDB_00195	CDS	1341	mepA_1		COG0534	Multidrug export protein MepA
LCKJJHDB_00196	CDS	198	cspC_1		COG1278	Cold shock protein CspC
LCKJJHDB_00197	CDS	534	yqgN		COG0212	putative protein YqgN
LCKJJHDB_00198	CDS	693				hypothetical protein
LCKJJHDB_00199	CDS	432				hypothetical protein
LCKJJHDB_00200	CDS	1053	eis	2.3.1.-		N-acetyltransferase Eis
LCKJJHDB_00201	CDS	1095				hypothetical protein
LCKJJHDB_00202	CDS	1485	celB		COG1455	PTS system cellobiose-specific EIIC component
LCKJJHDB_00203	CDS	207				hypothetical protein
LCKJJHDB_00204	CDS	195				hypothetical protein
LCKJJHDB_00205	CDS	1437	bglC	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
LCKJJHDB_00206	CDS	453	dut_1	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
LCKJJHDB_00207	CDS	1344	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
LCKJJHDB_00208	CDS	756				hypothetical protein
LCKJJHDB_00209	CDS	1098	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
LCKJJHDB_00210	CDS	612		1.-.-.-		Putative NAD(P)H nitroreductase
LCKJJHDB_00211	CDS	1011	hepT_1	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
LCKJJHDB_00212	CDS	906	menA_1	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
LCKJJHDB_00213	CDS	687				hypothetical protein
LCKJJHDB_00214	CDS	180				hypothetical protein
LCKJJHDB_00215	CDS	201				hypothetical protein
LCKJJHDB_00216	CDS	2130	feoB		COG0370	Fe(2+) transporter FeoB
LCKJJHDB_00217	CDS	459				hypothetical protein
LCKJJHDB_00218	CDS	429	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
LCKJJHDB_00219	CDS	1665				putative protein
LCKJJHDB_00220	CDS	369				putative protein
LCKJJHDB_00221	CDS	195	rpmB		COG0227	50S ribosomal protein L28
LCKJJHDB_00222	CDS	660				hypothetical protein
LCKJJHDB_00223	CDS	870	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
LCKJJHDB_00224	CDS	291				hypothetical protein
LCKJJHDB_00225	CDS	594	rfbC	5.1.3.-		Protein RmlC 
LCKJJHDB_00226	CDS	255				hypothetical protein
LCKJJHDB_00227	CDS	1050	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
LCKJJHDB_00228	CDS	900	strL	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
LCKJJHDB_00229	CDS	1209				hypothetical protein
LCKJJHDB_00230	CDS	960				hypothetical protein
LCKJJHDB_00231	CDS	810				hypothetical protein
LCKJJHDB_00232	CDS	1197	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LCKJJHDB_00233	CDS	336				hypothetical protein
LCKJJHDB_00234	CDS	993				hypothetical protein
LCKJJHDB_00235	CDS	975				hypothetical protein
LCKJJHDB_00236	CDS	1770				hypothetical protein
LCKJJHDB_00237	CDS	1545				hypothetical protein
LCKJJHDB_00238	CDS	726	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
LCKJJHDB_00239	CDS	366				hypothetical protein
LCKJJHDB_00240	CDS	942	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
LCKJJHDB_00241	CDS	1428	tuaB		COG2244	Teichuronic acid biosynthesis protein TuaB
LCKJJHDB_00242	CDS	1140	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
LCKJJHDB_00243	CDS	837				hypothetical protein
LCKJJHDB_00244	CDS	1002				hypothetical protein
LCKJJHDB_00245	CDS	858	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
LCKJJHDB_00246	CDS	1227				hypothetical protein
LCKJJHDB_00247	CDS	429	tarD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
LCKJJHDB_00248	CDS	513				hypothetical protein
LCKJJHDB_00249	CDS	1482	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
LCKJJHDB_00250	CDS	1206	yqeH		COG1161	putative protein YqeH
LCKJJHDB_00251	CDS	354				hypothetical protein
LCKJJHDB_00252	CDS	1245	hflX		COG2262	GTPase HflX
LCKJJHDB_00253	CDS	315	yhbY		COG1534	RNA-binding protein YhbY
LCKJJHDB_00254	CDS	612	nadD_1	2.7.7.18		putative nicotinate-nucleotide adenylyltransferase
LCKJJHDB_00255	CDS	591				hypothetical protein
LCKJJHDB_00256	CDS	426				hypothetical protein
LCKJJHDB_00257	CDS	360	rsfS		COG0799	Ribosomal silencing factor RsfS
LCKJJHDB_00258	CDS	735	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
LCKJJHDB_00259	CDS	1170	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
LCKJJHDB_00260	CDS	426				hypothetical protein
LCKJJHDB_00261	CDS	717	yeeN		COG0217	putative transcriptional regulatory protein YeeN
LCKJJHDB_00262	CDS	642				hypothetical protein
LCKJJHDB_00263	CDS	660	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
LCKJJHDB_00264	CDS	219				hypothetical protein
LCKJJHDB_00265	CDS	177				hypothetical protein
LCKJJHDB_00266	CDS	237				hypothetical protein
LCKJJHDB_00267	CDS	546				hypothetical protein
LCKJJHDB_00268	CDS	1422	bmr3			Multidrug resistance protein 3
LCKJJHDB_00269	CDS	363	adhR_1		COG0789	HTH-type transcriptional regulator AdhR
LCKJJHDB_00270	CDS	177	rpsU		COG0828	30S ribosomal protein S21
LCKJJHDB_00271	CDS	2412				hypothetical protein
LCKJJHDB_00272	CDS	600				hypothetical protein
LCKJJHDB_00273	CDS	450				hypothetical protein
LCKJJHDB_00274	CDS	813		3.1.3.-	COG0561	Putative phosphatase
LCKJJHDB_00275	CDS	1197	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
LCKJJHDB_00276	CDS	987	dhaQ		COG2376	DhaKLM operon coactivator DhaQ
LCKJJHDB_00277	CDS	543	dhaS			HTH-type dhaKLM operon transcriptional activator DhaS
LCKJJHDB_00278	CDS	999	dhaK	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
LCKJJHDB_00279	CDS	579	dhaL	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
LCKJJHDB_00280	CDS	372	dhaM	2.7.1.121	COG3412	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM
LCKJJHDB_00281	CDS	717	glpF_1		COG0580	Glycerol uptake facilitator protein
LCKJJHDB_00282	CDS	1380	pepDA_1	3.4.-.-	COG4690	Dipeptidase A
LCKJJHDB_00283	CDS	648	slmA_1			Nucleoid occlusion factor SlmA
LCKJJHDB_00284	CDS	747	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
LCKJJHDB_00285	CDS	1143	lnrN		COG0842	Linearmycin resistance permease protein LnrN
LCKJJHDB_00286	CDS	1170	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
LCKJJHDB_00287	CDS	1923	fbp	3.1.3.11	COG3855	Fructose-1,6-bisphosphatase class 3
LCKJJHDB_00288	tRNA	87				tRNA-Leu(aag)
LCKJJHDB_00289	CDS	1272	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
LCKJJHDB_00290	CDS	828	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
LCKJJHDB_00291	CDS	414				hypothetical protein
LCKJJHDB_00292	CDS	1836			COG1132	putative ABC transporter ATP-binding protein
LCKJJHDB_00293	CDS	696			COG1132	putative ABC transporter ATP-binding protein
LCKJJHDB_00294	CDS	1185		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
LCKJJHDB_00295	CDS	654				hypothetical protein
LCKJJHDB_00296	CDS	1020	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
LCKJJHDB_00297	CDS	168				hypothetical protein
LCKJJHDB_00298	CDS	477	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
LCKJJHDB_00299	CDS	465				hypothetical protein
LCKJJHDB_00300	CDS	846		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
LCKJJHDB_00301	CDS	513	pncA	3.5.1.19	COG1335	Nicotinamidase/pyrazinamidase
LCKJJHDB_00302	CDS	549				hypothetical protein
LCKJJHDB_00303	CDS	285				hypothetical protein
LCKJJHDB_00304	CDS	1320		3.2.1.17		Muramidase-2
LCKJJHDB_00305	CDS	2244	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
LCKJJHDB_00306	CDS	600				hypothetical protein
LCKJJHDB_00307	CDS	507				hypothetical protein
LCKJJHDB_00308	CDS	1269	eno_1	4.2.1.11	COG0148	Enolase
LCKJJHDB_00309	tRNA	88				tRNA-Ser(gga)
LCKJJHDB_00310	CDS	834	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
LCKJJHDB_00311	CDS	867	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
LCKJJHDB_00312	CDS	801	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
LCKJJHDB_00313	CDS	612				hypothetical protein
LCKJJHDB_00314	CDS	771	dapH	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
LCKJJHDB_00315	CDS	1155		3.5.1.47	COG1473	N-acetyldiaminopimelate deacetylase
LCKJJHDB_00316	CDS	1119				hypothetical protein
LCKJJHDB_00317	tRNA	74				tRNA-Arg(acg)
LCKJJHDB_00318	tRNA	74				tRNA-Pro(tgg)
LCKJJHDB_00319	CDS	108				hypothetical protein
LCKJJHDB_00320	CDS	612	rpsD		COG0522	30S ribosomal protein S4
LCKJJHDB_00321	CDS	2139	yhgF		COG2183	Protein YhgF
LCKJJHDB_00322	CDS	444				Protein SprT-like protein
LCKJJHDB_00323	CDS	1035	add	3.5.4.4	COG1816	Adenosine deaminase
LCKJJHDB_00324	CDS	219				hypothetical protein
LCKJJHDB_00325	CDS	414				hypothetical protein
LCKJJHDB_00326	CDS	1683	rnj1	3.1.-.-		Ribonuclease J 1
LCKJJHDB_00327	CDS	249				hypothetical protein
LCKJJHDB_00328	CDS	726	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
LCKJJHDB_00329	CDS	570	ypeA	2.3.1.-		Acetyltransferase YpeA
LCKJJHDB_00330	CDS	471				hypothetical protein
LCKJJHDB_00331	CDS	1041	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
LCKJJHDB_00332	CDS	201				hypothetical protein
LCKJJHDB_00333	CDS	138				hypothetical protein
LCKJJHDB_00334	CDS	762				hypothetical protein
LCKJJHDB_00335	CDS	1050				hypothetical protein
LCKJJHDB_00336	CDS	741	glnQ			Glutamine transport ATP-binding protein GlnQ
LCKJJHDB_00337	CDS	813				hypothetical protein
LCKJJHDB_00338	CDS	810	phnE		COG3639	Phosphate-import permease protein PhnE
LCKJJHDB_00339	CDS	1560	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
LCKJJHDB_00340	CDS	120				hypothetical protein
LCKJJHDB_00341	CDS	483	tpx	1.11.1.15	COG2077	Thiol peroxidase
LCKJJHDB_00342	CDS	2541	pepN	3.4.11.2	COG0308	Aminopeptidase N
LCKJJHDB_00343	CDS	1194	tetA_2			Tetracycline resistance protein, class C
LCKJJHDB_00344	CDS	474	pchR			HTH-type transcriptional regulator PchR
LCKJJHDB_00345	CDS	1278	fieF			Ferrous-iron efflux pump FieF
LCKJJHDB_00346	CDS	351				hypothetical protein
LCKJJHDB_00347	CDS	1722			COG1132	putative ABC transporter ATP-binding protein
LCKJJHDB_00348	CDS	1995	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LCKJJHDB_00349	CDS	1266	murA1_1	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
LCKJJHDB_00350	CDS	219				hypothetical protein
LCKJJHDB_00351	CDS	357				hypothetical protein
LCKJJHDB_00352	CDS	549	bioY2		COG1268	Biotin transporter BioY2
LCKJJHDB_00353	CDS	477				hypothetical protein
LCKJJHDB_00354	CDS	549	thiT		COG3859	Thiamine transporter ThiT
LCKJJHDB_00355	CDS	861	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
LCKJJHDB_00356	CDS	861	metQ_2		COG1464	putative D-methionine-binding lipoprotein MetQ
LCKJJHDB_00357	CDS	861	metQ_3		COG1464	D-methionine-binding lipoprotein MetQ
LCKJJHDB_00358	CDS	861	metQ_4		COG1464	D-methionine-binding lipoprotein MetQ
LCKJJHDB_00359	CDS	1107	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
LCKJJHDB_00360	CDS	696	metP		COG2011	Methionine import system permease protein MetP
LCKJJHDB_00361	CDS	549				hypothetical protein
LCKJJHDB_00362	CDS	1698	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
