locus_tag	ftype	length_bp	gene	EC_number	COG	product
CNACAJDA_00063	CDS	1782	flhA		COG1298	Flagellar biosynthesis protein FlhA
CNACAJDA_00064	CDS	762	sigD		COG1191	RNA polymerase sigma-D factor
CNACAJDA_00065	CDS	1239	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
CNACAJDA_00066	CDS	1443	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
CNACAJDA_00067	CDS	1809	lepA	3.6.5.-	COG0481	Elongation factor 4
CNACAJDA_00068	CDS	1587	tlcA_1		COG3202	ADP,ATP carrier protein 1
CNACAJDA_00069	CDS	477				hypothetical protein
CNACAJDA_00070	CDS	981	mntA		COG0803	Manganese-binding lipoprotein MntA
CNACAJDA_00071	CDS	819	mntB_1		COG1121	Manganese transport system ATP-binding protein MntB
CNACAJDA_00072	CDS	1356	mntC		COG1108	Manganese transport system membrane protein MntC
CNACAJDA_00073	CDS	957				hypothetical protein
CNACAJDA_00074	CDS	1140	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
CNACAJDA_00075	CDS	1860				hypothetical protein
CNACAJDA_00076	CDS	978				hypothetical protein
CNACAJDA_00077	CDS	1098	recF		COG1195	DNA replication and repair protein RecF
CNACAJDA_00078	CDS	1101	dnaN		COG0592	Beta sliding clamp
CNACAJDA_00079	CDS	456	smpB		COG0691	SsrA-binding protein
CNACAJDA_00080	CDS	855	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
CNACAJDA_00081	CDS	864	folD			Bifunctional protein FolD protein
CNACAJDA_00082	CDS	396				hypothetical protein
CNACAJDA_00083	CDS	294				hypothetical protein
CNACAJDA_00084	CDS	1683				hypothetical protein
CNACAJDA_00085	CDS	483				hypothetical protein
CNACAJDA_00086	CDS	1086	clsA_1	2.7.8.-		Cardiolipin synthase A
CNACAJDA_00087	CDS	1740		4.1.1.61	COG0043	4-hydroxybenzoate decarboxylase subunit C
CNACAJDA_00088	CDS	270	rpmB		COG0227	50S ribosomal protein L28
CNACAJDA_00089	CDS	1584	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
CNACAJDA_00090	CDS	441				hypothetical protein
CNACAJDA_00091	CDS	1266				hypothetical protein
CNACAJDA_00092	CDS	2127	mxiA		COG4789	Protein MxiA
CNACAJDA_00093	CDS	1083	yscU			Yop proteins translocation protein U
CNACAJDA_00094	CDS	1095	ychF		COG0012	Ribosome-binding ATPase YchF
CNACAJDA_00095	CDS	924	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
CNACAJDA_00096	CDS	726	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
CNACAJDA_00097	CDS	372	rbfA			Ribosome-binding factor A
CNACAJDA_00098	CDS	2679	infB			Translation initiation factor IF-2
CNACAJDA_00099	CDS	1305	nusA		COG0195	Transcription termination/antitermination protein NusA
CNACAJDA_00100	CDS	1710	rpsA		COG0539	30S ribosomal protein S1
CNACAJDA_00101	CDS	1056	trxB	1.8.1.9	COG0492	Thioredoxin reductase
CNACAJDA_00102	CDS	360	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
CNACAJDA_00103	CDS	453				hypothetical protein
CNACAJDA_00104	CDS	462				hypothetical protein
CNACAJDA_00105	CDS	897				hypothetical protein
CNACAJDA_00106	CDS	897	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
CNACAJDA_00107	CDS	1971				hypothetical protein
CNACAJDA_00108	CDS	912	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
CNACAJDA_00109	CDS	1110	mutY	3.2.2.31		Adenine DNA glycosylase
CNACAJDA_00110	CDS	756			COG0327	GTP cyclohydrolase 1 type 2 
CNACAJDA_00111	CDS	789				hypothetical protein
CNACAJDA_00112	CDS	1635	groL_1		COG0459	60 kDa chaperonin
CNACAJDA_00113	CDS	309	groS		COG0234	10 kDa chaperonin
CNACAJDA_00114	CDS	1827	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
CNACAJDA_00115	CDS	2604	clpB1		COG0542	Chaperone protein ClpB 1
CNACAJDA_00116	CDS	1479				hypothetical protein
CNACAJDA_00117	CDS	426	incD			Inclusion membrane protein D
CNACAJDA_00118	CDS	399	incE			Inclusion membrane protein E
CNACAJDA_00119	CDS	303	incF			Inclusion membrane protein F
CNACAJDA_00120	CDS	504	incG			Inclusion membrane protein G
CNACAJDA_00121	CDS	822	incA			Inclusion membrane protein A
CNACAJDA_00122	CDS	243				hypothetical protein
CNACAJDA_00123	CDS	687	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
CNACAJDA_00124	CDS	558	efp_1		COG0231	Elongation factor P
CNACAJDA_00125	CDS	495				hypothetical protein
CNACAJDA_00126	CDS	1374	accC	6.3.4.14	COG0439	Biotin carboxylase
CNACAJDA_00127	CDS	453	rplM		COG0102	50S ribosomal protein L13
CNACAJDA_00128	CDS	390	rpsI		COG0103	30S ribosomal protein S9
CNACAJDA_00129	CDS	852				hypothetical protein
CNACAJDA_00130	CDS	738	adk	2.7.4.3	COG0563	Adenylate kinase
CNACAJDA_00131	CDS	645	yecS		COG0765	L-cystine transport system permease protein YecS
CNACAJDA_00132	CDS	702	artM		COG1126	Arginine transport ATP-binding protein ArtM
CNACAJDA_00133	CDS	3417				hypothetical protein
CNACAJDA_00134	CDS	1278				hypothetical protein
CNACAJDA_00135	CDS	804	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
CNACAJDA_00136	CDS	414				hypothetical protein
CNACAJDA_00137	CDS	1017				hypothetical protein
CNACAJDA_00138	CDS	759				hypothetical protein
CNACAJDA_00139	CDS	846	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
CNACAJDA_00140	CDS	948				hypothetical protein
CNACAJDA_00141	CDS	1281	oppA_1		COG4166	Oligopeptide-binding protein OppA
CNACAJDA_00142	CDS	687				queuosine precursor transporter
CNACAJDA_00143	CDS	447				hypothetical protein
CNACAJDA_00144	tRNA	76				tRNA-Thr(tgt)
CNACAJDA_00145	tRNA	85				tRNA-Tyr(gta)
CNACAJDA_00146	CDS	858				hypothetical protein
CNACAJDA_00147	CDS	843				hypothetical protein
CNACAJDA_00148	CDS	858				hypothetical protein
CNACAJDA_00149	CDS	1845	pkn1	2.7.11.1		Serine/threonine-protein kinase Pkn1
CNACAJDA_00150	CDS	1992	ligA	6.5.1.2	COG0272	DNA ligase
CNACAJDA_00151	CDS	4350				hypothetical protein
CNACAJDA_00152	CDS	1524	mhpA	1.14.13.127		3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
CNACAJDA_00153	CDS	948				hypothetical protein
CNACAJDA_00154	CDS	159	rpmG		COG0267	50S ribosomal protein L33
CNACAJDA_00155	CDS	1512				hypothetical protein
CNACAJDA_00156	CDS	678	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
CNACAJDA_00157	CDS	2433				hypothetical protein
CNACAJDA_00158	CDS	1152	clsA_2	2.7.8.-		Cardiolipin synthase A
CNACAJDA_00159	CDS	942	clsA_3	2.7.8.-		Cardiolipin synthase A
CNACAJDA_00160	CDS	1215		2.7.8.-		Cardiolipin synthase
CNACAJDA_00161	CDS	717	clsA_4	2.7.8.-		Cardiolipin synthase A
CNACAJDA_00162	CDS	933				hypothetical protein
CNACAJDA_00163	CDS	504				hypothetical protein
CNACAJDA_00164	CDS	741				hypothetical protein
CNACAJDA_00165	CDS	240				hypothetical protein
CNACAJDA_00166	CDS	1647				hypothetical protein
CNACAJDA_00167	CDS	447				hypothetical protein
CNACAJDA_00168	CDS	1920				hypothetical protein
CNACAJDA_00169	CDS	1332				hypothetical protein
CNACAJDA_00170	CDS	303				hypothetical protein
CNACAJDA_00171	CDS	285	trpR		COG2973	Trp operon repressor
CNACAJDA_00172	CDS	1179	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
CNACAJDA_00173	CDS	762	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
CNACAJDA_00174	CDS	492				hypothetical protein
CNACAJDA_00175	CDS	171				hypothetical protein
CNACAJDA_00176	CDS	273				hypothetical protein
CNACAJDA_00177	CDS	456				hypothetical protein
CNACAJDA_00178	CDS	1590	dppE		COG4166	Dipeptide-binding protein DppE
CNACAJDA_00179	CDS	408	bdbC			disulfide formation protein
CNACAJDA_00180	CDS	717				hypothetical protein
CNACAJDA_00181	CDS	1215				hypothetical protein
CNACAJDA_00182	CDS	660				hypothetical protein
CNACAJDA_00183	CDS	693	fbpC2	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
CNACAJDA_00184	tRNA	76				tRNA-Ile(gat)
CNACAJDA_00185	tRNA	73				tRNA-Ala(tgc)
CNACAJDA_00186	CDS	711				hypothetical protein
CNACAJDA_00187	CDS	765	kdsB	2.7.7.90	COG1212	8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
CNACAJDA_00188	CDS	1620	pyrG	6.3.4.2	COG0504	CTP synthase
CNACAJDA_00189	CDS	447	yqgF	3.1.-.-		Putative pre-16S rRNA nuclease
CNACAJDA_00190	CDS	1524	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
CNACAJDA_00191	CDS	771	pgl	3.1.1.31	COG0363	6-phosphogluconolactonase
CNACAJDA_00192	CDS	873				hypothetical protein
CNACAJDA_00193	CDS	612	tmk	2.7.4.9	COG0125	Thymidylate kinase
CNACAJDA_00194	CDS	2511	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
CNACAJDA_00195	CDS	2415	gyrB_1	5.6.2.2	COG0187	Type 2 topoisomerase subunit B
CNACAJDA_00196	CDS	351				hypothetical protein
CNACAJDA_00197	CDS	696				hypothetical protein
CNACAJDA_00198	CDS	1119	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
CNACAJDA_00199	CDS	1473			COG2239	Magnesium transporter MgtE
CNACAJDA_00200	CDS	1092				hypothetical protein
CNACAJDA_00201	CDS	321				hypothetical protein
CNACAJDA_00202	CDS	1017	tsaD	2.3.1.234		tRNA N6-adenosine threonylcarbamoyltransferase
CNACAJDA_00203	CDS	1557	oppA_2		COG4166	Oligopeptide-binding protein OppA
CNACAJDA_00204	CDS	942	oppB		COG0601	Oligopeptide transport system permease protein OppB
CNACAJDA_00205	CDS	846	oppC		COG1173	Oligopeptide transport system permease protein OppC
CNACAJDA_00206	CDS	834	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
CNACAJDA_00207	CDS	744	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
CNACAJDA_00208	CDS	750				hypothetical protein
CNACAJDA_00209	CDS	1416	yflS		COG0471	Putative malate transporter YflS
CNACAJDA_00210	CDS	1662	pfp_1	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
CNACAJDA_00211	CDS	819	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
CNACAJDA_00212	CDS	1647	pfp_2	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
CNACAJDA_00213	tRNA	74				tRNA-Met(cat)
CNACAJDA_00214	tRNA	73				tRNA-Met(cat)
CNACAJDA_00215	CDS	1296	waaA	2.4.99.12		3-deoxy-D-manno-octulosonic acid transferase
CNACAJDA_00216	CDS	2460	leuS	6.1.1.4		Leucine--tRNA ligase
CNACAJDA_00217	CDS	1269	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
CNACAJDA_00218	CDS	570				hypothetical protein
CNACAJDA_00219	CDS	447				hypothetical protein
CNACAJDA_00220	CDS	729	rpiA	5.3.1.6		Ribose-5-phosphate isomerase A
CNACAJDA_00221	CDS	1644				hypothetical protein
CNACAJDA_00222	CDS	1047	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
CNACAJDA_00223	CDS	1401	gadC		COG0531	Glutamate/gamma-aminobutyrate antiporter
CNACAJDA_00224	CDS	765	ttcA	2.8.1.-		tRNA-cytidine(32) 2-sulfurtransferase
CNACAJDA_00225	CDS	852	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
CNACAJDA_00226	CDS	909	plqA	2.5.1.39		4-hydroxybenzoate solanesyltransferase
CNACAJDA_00227	CDS	579	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
CNACAJDA_00228	CDS	897				hypothetical protein
CNACAJDA_00229	tRNA	76				tRNA-Asp(gtc)
CNACAJDA_00230	tRNA	75				tRNA-Val(tac)
CNACAJDA_00231	CDS	390				hypothetical protein
CNACAJDA_00232	CDS	813				hypothetical protein
CNACAJDA_00233	CDS	444				hypothetical protein
CNACAJDA_00234	CDS	369				hypothetical protein
CNACAJDA_00235	CDS	498				hypothetical protein
CNACAJDA_00236	CDS	402				hypothetical protein
CNACAJDA_00237	CDS	591				hypothetical protein
CNACAJDA_00238	CDS	648				hypothetical protein
CNACAJDA_00239	CDS	1248	gltP		COG1301	Proton/glutamate-aspartate symporter
CNACAJDA_00240	CDS	1473				hypothetical protein
CNACAJDA_00241	CDS	348				hypothetical protein
CNACAJDA_00242	CDS	537				hypothetical protein
CNACAJDA_00243	CDS	2787				hypothetical protein
CNACAJDA_00244	CDS	414	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
CNACAJDA_00245	CDS	234	acpP		COG0236	Acyl carrier protein
CNACAJDA_00246	CDS	747	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
CNACAJDA_00247	CDS	927	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
CNACAJDA_00248	CDS	1002	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
CNACAJDA_00249	CDS	603	recR		COG0353	Recombination protein RecR
CNACAJDA_00250	CDS	2379	bamA		COG4775	Outer membrane protein assembly factor BamA
CNACAJDA_00251	CDS	522				hypothetical protein
CNACAJDA_00252	CDS	1065	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
CNACAJDA_00253	CDS	1071				hypothetical protein
CNACAJDA_00254	CDS	1023	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
CNACAJDA_00255	CDS	987	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
CNACAJDA_00256	CDS	1290	pdhC_1	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
CNACAJDA_00257	CDS	2445	malP	2.4.1.1	COG0058	Maltodextrin phosphorylase
CNACAJDA_00258	CDS	351				hypothetical protein
CNACAJDA_00259	CDS	1371	dnaA_1		COG0593	Chromosomal replication initiator protein DnaA
CNACAJDA_00260	CDS	2358	yidC			Membrane protein insertase YidC
CNACAJDA_00261	CDS	819	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
CNACAJDA_00262	CDS	648				hypothetical protein
CNACAJDA_00263	CDS	771				hypothetical protein
CNACAJDA_00264	CDS	384	mazG	3.6.1.1	COG1694	Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG
CNACAJDA_00265	CDS	1245				hypothetical protein
CNACAJDA_00266	CDS	1215				hypothetical protein
CNACAJDA_00267	CDS	1125	nifS	2.8.1.7	COG1104	Cysteine desulfurase NifS
CNACAJDA_00268	CDS	747	stp	3.1.3.16	COG0631	Serine/threonine phosphatase stp
CNACAJDA_00269	CDS	492				hypothetical protein
CNACAJDA_00270	CDS	699	dinG_1	3.1.-.-		3'-5' exonuclease DinG
CNACAJDA_00271	CDS	771	mqnD	4.1.-.-	COG2107	1,4-dihydroxy-6-naphtoate synthase
CNACAJDA_00272	CDS	591				hypothetical protein
CNACAJDA_00273	CDS	1941	btuD	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CNACAJDA_00274	CDS	975	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
CNACAJDA_00275	CDS	1182				hypothetical protein
CNACAJDA_00276	CDS	303	hupA		COG0776	DNA-binding protein HU 1
CNACAJDA_00277	CDS	720				hypothetical protein
CNACAJDA_00278	CDS	1452	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
CNACAJDA_00279	CDS	1944	ftsI	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
CNACAJDA_00280	CDS	288				hypothetical protein
CNACAJDA_00281	CDS	903	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
CNACAJDA_00282	CDS	567				hypothetical protein
CNACAJDA_00283	CDS	420				hypothetical protein
CNACAJDA_00284	CDS	1368	dnaA_2		COG0593	Chromosomal replication initiator protein DnaA
CNACAJDA_00285	CDS	585				hypothetical protein
CNACAJDA_00286	CDS	660				hypothetical protein
CNACAJDA_00287	CDS	1512	nqrB	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit B
CNACAJDA_00288	CDS	951	nqrC	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit C
CNACAJDA_00289	CDS	642	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
CNACAJDA_00290	CDS	735	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
CNACAJDA_00291	CDS	354	gcvH		COG0509	Glycine cleavage system H protein
CNACAJDA_00292	CDS	2073				hypothetical protein
CNACAJDA_00293	CDS	1419		2.7.8.-		Cardiolipin synthase
CNACAJDA_00294	CDS	720	lipM	2.3.1.181		Octanoyltransferase LipM
CNACAJDA_00295	CDS	2565	clpC			ATP-dependent Clp protease ATP-binding subunit ClpC
CNACAJDA_00296	CDS	1077	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
CNACAJDA_00297	CDS	1692				hypothetical protein
CNACAJDA_00298	CDS	1140				hypothetical protein
CNACAJDA_00299	CDS	678				hypothetical protein
CNACAJDA_00300	CDS	477	manP		COG1299	PTS system mannose-specific EIIBCA component
CNACAJDA_00301	CDS	438	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
CNACAJDA_00302	CDS	927	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
CNACAJDA_00303	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
CNACAJDA_00304	CDS	1782	pgcA	5.4.2.2		Phosphoglucomutase
CNACAJDA_00305	CDS	468				hypothetical protein
CNACAJDA_00306	CDS	696	rnc	3.1.26.3	COG0571	Ribonuclease 3
CNACAJDA_00307	CDS	1365	radA	3.6.4.-	COG1066	DNA repair protein RadA
CNACAJDA_00308	CDS	726	hemC	2.5.1.61		Porphobilinogen deaminase
CNACAJDA_00309	CDS	348				hypothetical protein
CNACAJDA_00310	CDS	2805	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
CNACAJDA_00311	CDS	2820	valS	6.1.1.9		Valine--tRNA ligase
CNACAJDA_00312	CDS	477				hypothetical protein
CNACAJDA_00313	CDS	426	ntpK			V-type sodium ATPase subunit K
CNACAJDA_00314	CDS	1950				hypothetical protein
CNACAJDA_00315	CDS	612	atpD			V-type ATP synthase subunit D
CNACAJDA_00316	CDS	1317	ntpB			V-type sodium ATPase subunit B
CNACAJDA_00317	CDS	1776	ntpA	7.2.2.1		V-type sodium ATPase catalytic subunit A
CNACAJDA_00318	CDS	801				hypothetical protein
CNACAJDA_00319	CDS	627	atpE			V-type proton ATPase subunit E
CNACAJDA_00320	CDS	711				hypothetical protein
CNACAJDA_00321	CDS	372				hypothetical protein
CNACAJDA_00322	CDS	984	tal	2.2.1.2		Transaldolase
CNACAJDA_00323	CDS	4191	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
CNACAJDA_00324	CDS	3759	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
CNACAJDA_00325	CDS	393	rplL			50S ribosomal protein L7/L12
CNACAJDA_00326	CDS	519	rplJ		COG0244	50S ribosomal protein L10
CNACAJDA_00327	CDS	699	rplA			50S ribosomal protein L1
CNACAJDA_00328	CDS	426	rplK			50S ribosomal protein L11
CNACAJDA_00329	CDS	549	nusG		COG0250	Transcription termination/antitermination protein NusG
CNACAJDA_00330	CDS	249	secE			Protein translocase subunit SecE
CNACAJDA_00331	tRNA	75				tRNA-Trp(cca)
CNACAJDA_00332	CDS	1185	tuf			Elongation factor Tu
CNACAJDA_00333	tRNA	72				tRNA-Thr(ggt)
CNACAJDA_00334	CDS	222	infA		COG0361	Translation initiation factor IF-1
CNACAJDA_00335	CDS	912				hypothetical protein
CNACAJDA_00336	CDS	447				hypothetical protein
CNACAJDA_00337	CDS	1617				hypothetical protein
CNACAJDA_00338	CDS	189				hypothetical protein
CNACAJDA_00339	CDS	183				hypothetical protein
CNACAJDA_00340	tRNA	75				tRNA-Met(cat)
CNACAJDA_00341	CDS	627	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
CNACAJDA_00342	CDS	825	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
CNACAJDA_00343	CDS	1551	xseA	3.1.11.6		Exodeoxyribonuclease 7 large subunit
CNACAJDA_00344	CDS	219	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
CNACAJDA_00345	CDS	273				hypothetical protein
CNACAJDA_00346	CDS	1923	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
CNACAJDA_00347	CDS	1458	pyk	2.7.1.40		Pyruvate kinase
CNACAJDA_00348	CDS	5361	uvrA			UvrABC system protein A
CNACAJDA_00349	CDS	1401				hypothetical protein
CNACAJDA_00350	CDS	291	ybaB			Nucleoid-associated protein YbaB
CNACAJDA_00351	CDS	1716	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
CNACAJDA_00352	CDS	330				hypothetical protein
CNACAJDA_00353	CDS	462				hypothetical protein
CNACAJDA_00354	CDS	255				hypothetical protein
CNACAJDA_00355	CDS	1389				hypothetical protein
CNACAJDA_00356	CDS	2037	dxs_2	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
CNACAJDA_00357	CDS	1179	dnaJ		COG0484	Chaperone protein DnaJ
CNACAJDA_00358	CDS	177				hypothetical protein
CNACAJDA_00359	CDS	633				hypothetical protein
CNACAJDA_00360	CDS	2460	lon	3.4.21.53	COG0466	Lon protease
CNACAJDA_00361	CDS	366				hypothetical protein
CNACAJDA_00362	CDS	915	rnz	3.1.26.11	COG1234	Ribonuclease Z
CNACAJDA_00363	CDS	948	xerC			Tyrosine recombinase XerC
CNACAJDA_00364	CDS	1587	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
