locus_tag	ftype	length_bp	gene	EC_number	COG	product
AFMNAGNA_00038	CDS	951	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
AFMNAGNA_00039	CDS	717	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
AFMNAGNA_00040	CDS	801	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
AFMNAGNA_00041	CDS	996		1.1.1.28		D-lactate dehydrogenase
AFMNAGNA_00042	CDS	1053				hypothetical protein
AFMNAGNA_00043	CDS	2439				hypothetical protein
AFMNAGNA_00044	CDS	933				hypothetical protein
AFMNAGNA_00045	CDS	2010				hypothetical protein
AFMNAGNA_00046	CDS	1893	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
AFMNAGNA_00047	CDS	900	AAH1	3.5.4.2		Adenine deaminase
AFMNAGNA_00048	CDS	702				hypothetical protein
AFMNAGNA_00049	CDS	522				hypothetical protein
AFMNAGNA_00050	CDS	432				hypothetical protein
AFMNAGNA_00051	CDS	933				hypothetical protein
AFMNAGNA_00052	CDS	609				hypothetical protein
AFMNAGNA_00053	CDS	1056	prfA		COG0216	Peptide chain release factor RF1
AFMNAGNA_00054	CDS	1047	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
AFMNAGNA_00055	CDS	1056	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
AFMNAGNA_00056	CDS	960	rlmB_1	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
AFMNAGNA_00057	CDS	237				hypothetical protein
AFMNAGNA_00058	CDS	1782	oadA	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
AFMNAGNA_00059	CDS	1410				hypothetical protein
AFMNAGNA_00060	CDS	1317	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
AFMNAGNA_00061	CDS	471	rplI		COG0359	50S ribosomal protein L9
AFMNAGNA_00062	CDS	300				hypothetical protein
AFMNAGNA_00063	CDS	531				Single-stranded DNA-binding protein
AFMNAGNA_00064	CDS	282				hypothetical protein
AFMNAGNA_00065	CDS	435				hypothetical protein
AFMNAGNA_00066	CDS	606	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
AFMNAGNA_00067	CDS	306				hypothetical protein
AFMNAGNA_00068	CDS	1149	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
AFMNAGNA_00069	CDS	1023	rlmN	2.1.1.192	COG0820	putative dual-specificity RNA methyltransferase RlmN
AFMNAGNA_00070	CDS	384				hypothetical protein
AFMNAGNA_00071	CDS	387				hypothetical protein
AFMNAGNA_00072	CDS	2637	clpB		COG0542	Chaperone protein ClpB
AFMNAGNA_00073	CDS	273				hypothetical protein
AFMNAGNA_00074	CDS	1491				hypothetical protein
AFMNAGNA_00075	CDS	1410				hypothetical protein
AFMNAGNA_00076	CDS	879	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
AFMNAGNA_00077	CDS	822	dasC		COG0395	Diacetylchitobiose uptake system permease protein DasC
AFMNAGNA_00078	CDS	1617				hypothetical protein
AFMNAGNA_00079	CDS	1239	arnB_1	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
AFMNAGNA_00080	CDS	2154				hypothetical protein
AFMNAGNA_00081	CDS	468	ndhS	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
AFMNAGNA_00082	CDS	849				hypothetical protein
AFMNAGNA_00083	CDS	1614	hyfR		COG3604	DNA-binding transcriptional activator HyfR
AFMNAGNA_00084	CDS	987				hypothetical protein
AFMNAGNA_00085	CDS	1149				hypothetical protein
AFMNAGNA_00086	CDS	234				hypothetical protein
AFMNAGNA_00087	CDS	447	fruA		COG1299	PTS system fructose-specific EIIABC component
AFMNAGNA_00088	CDS	909				Cyclic di-GMP binding protein
AFMNAGNA_00089	CDS	387				hypothetical protein
AFMNAGNA_00090	CDS	615				hypothetical protein
AFMNAGNA_00091	CDS	1236				hypothetical protein
AFMNAGNA_00092	CDS	1065	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
AFMNAGNA_00093	CDS	1563	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
AFMNAGNA_00094	CDS	543	sigM		COG1595	ECF RNA polymerase sigma factor SigM
AFMNAGNA_00095	CDS	648				hypothetical protein
AFMNAGNA_00096	CDS	1011	eutD		COG0280	Ethanolamine utilization protein EutD
AFMNAGNA_00097	CDS	1947	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
AFMNAGNA_00098	CDS	363	dksA			RNA polymerase-binding transcription factor DksA
AFMNAGNA_00099	CDS	219	infA		COG0361	Translation initiation factor IF-1
AFMNAGNA_00100	CDS	651	dnaJ_1			Chaperone protein DnaJ
AFMNAGNA_00101	CDS	756	pyrH			Uridylate kinase
AFMNAGNA_00102	CDS	603	resA			Thiol-disulfide oxidoreductase ResA
AFMNAGNA_00103	CDS	795	dsbD	1.8.1.8		Thiol:disulfide interchange protein DsbD
AFMNAGNA_00104	CDS	1974	pcrA_1	3.6.4.12		ATP-dependent DNA helicase PcrA
AFMNAGNA_00105	CDS	1824	dbpA	3.6.4.13		ATP-dependent RNA helicase DbpA
AFMNAGNA_00106	CDS	1782		3.1.3.5	COG0737	NAD 5'-nucleotidase
AFMNAGNA_00107	CDS	3048	polA	2.7.7.7	COG0258	DNA polymerase I
AFMNAGNA_00108	CDS	1533	betT		COG1292	High-affinity choline transport protein
AFMNAGNA_00109	CDS	1812	thiK	2.7.1.89		Thiamine kinase
AFMNAGNA_00110	CDS	1386	pfkA	2.7.1.11		ATP-dependent 6-phosphofructokinase
AFMNAGNA_00111	CDS	879	rlmB_2	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
AFMNAGNA_00112	tRNA	71				tRNA-Gln(ctg)
AFMNAGNA_00113	tRNA	74				tRNA-Glu(ttc)
AFMNAGNA_00114	tRNA	74				tRNA-Glu(ctc)
AFMNAGNA_00115	CDS	1713				hypothetical protein
AFMNAGNA_00116	CDS	1428	rpoN1		COG1508	RNA polymerase sigma-54 factor 1
AFMNAGNA_00117	CDS	1353	pepC	3.4.22.40	COG3579	Aminopeptidase C
AFMNAGNA_00118	CDS	987	hflK		COG0330	Modulator of FtsH protease HflK
AFMNAGNA_00119	CDS	996	hflC		COG0330	Modulator of FtsH protease HflC
AFMNAGNA_00120	CDS	810	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
AFMNAGNA_00121	CDS	2034	uvrB			UvrABC system protein B
AFMNAGNA_00122	CDS	1797				hypothetical protein
AFMNAGNA_00123	CDS	1266				hypothetical protein
AFMNAGNA_00124	CDS	660	metI		COG2011	D-methionine transport system permease protein MetI
AFMNAGNA_00125	CDS	810	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
AFMNAGNA_00126	CDS	1062	kamA	5.4.3.2	COG1509	L-lysine 2,3-aminomutase
AFMNAGNA_00127	CDS	1857	pckG	4.1.1.32	COG1274	Phosphoenolpyruvate carboxykinase [GTP]
AFMNAGNA_00128	CDS	2544				hypothetical protein
AFMNAGNA_00129	CDS	1107	ychF		COG0012	Ribosome-binding ATPase YchF
AFMNAGNA_00130	CDS	795	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
AFMNAGNA_00131	CDS	672				hypothetical protein
AFMNAGNA_00132	CDS	675				hypothetical protein
AFMNAGNA_00133	CDS	465				hypothetical protein
AFMNAGNA_00134	CDS	1797				hypothetical protein
AFMNAGNA_00135	CDS	198				hypothetical protein
AFMNAGNA_00136	CDS	1230				hypothetical protein
AFMNAGNA_00137	CDS	1131				hypothetical protein
AFMNAGNA_00138	CDS	495				hypothetical protein
AFMNAGNA_00139	tRNA	73				tRNA-Val(tac)
AFMNAGNA_00140	CDS	1473				hypothetical protein
AFMNAGNA_00141	CDS	681				hypothetical protein
AFMNAGNA_00142	CDS	693	ktrA_2		COG0569	Ktr system potassium uptake protein A
AFMNAGNA_00143	CDS	1719				hypothetical protein
AFMNAGNA_00144	CDS	534	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
AFMNAGNA_00145	CDS	663	potA_1	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
AFMNAGNA_00146	CDS	1743				hypothetical protein
AFMNAGNA_00147	CDS	1008	thiB		COG4143	Thiamine-binding periplasmic protein
AFMNAGNA_00148	CDS	1971		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
AFMNAGNA_00149	tRNA	84				tRNA-Leu(gag)
AFMNAGNA_00150	CDS	480				hypothetical protein
AFMNAGNA_00151	CDS	579				hypothetical protein
AFMNAGNA_00152	CDS	1860				hypothetical protein
AFMNAGNA_00153	CDS	576				hypothetical protein
AFMNAGNA_00154	CDS	594				hypothetical protein
AFMNAGNA_00155	CDS	468				hypothetical protein
AFMNAGNA_00156	CDS	1020				hypothetical protein
AFMNAGNA_00157	CDS	1485	rsxC	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
AFMNAGNA_00158	CDS	492				hypothetical protein
AFMNAGNA_00159	CDS	1101				hypothetical protein
AFMNAGNA_00160	CDS	1116				hypothetical protein
AFMNAGNA_00161	CDS	405	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
AFMNAGNA_00162	CDS	903				hypothetical protein
AFMNAGNA_00163	CDS	666				hypothetical protein
AFMNAGNA_00164	CDS	1029				hypothetical protein
AFMNAGNA_00165	CDS	1860	proS	6.1.1.15		Proline--tRNA ligase
AFMNAGNA_00166	CDS	1053	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
AFMNAGNA_00167	CDS	927	troA		COG0803	Periplasmic zinc-binding protein TroA
AFMNAGNA_00168	CDS	801	mntB		COG1121	Manganese transport system ATP-binding protein MntB
AFMNAGNA_00169	CDS	897	mntC		COG1108	Manganese transport system membrane protein MntC
AFMNAGNA_00170	CDS	1104	mntD		COG1108	Manganese transport system membrane protein MntD
AFMNAGNA_00171	CDS	462	mntR			HTH-type transcriptional regulator MntR
AFMNAGNA_00172	CDS	756	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
AFMNAGNA_00173	tRNA	73				tRNA-Met(cat)
AFMNAGNA_00174	CDS	810	mtnN	3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
AFMNAGNA_00175	CDS	429				hypothetical protein
AFMNAGNA_00176	CDS	528				hypothetical protein
AFMNAGNA_00177	CDS	645				hypothetical protein
AFMNAGNA_00178	CDS	609				hypothetical protein
AFMNAGNA_00179	CDS	267				hypothetical protein
AFMNAGNA_00180	CDS	1269				hypothetical protein
AFMNAGNA_00181	CDS	927				hypothetical protein
AFMNAGNA_00182	CDS	1884				hypothetical protein
AFMNAGNA_00183	CDS	444				hypothetical protein
AFMNAGNA_00184	CDS	639		2.7.7.87	COG0009	Putative threonylcarbamoyl-AMP synthase
AFMNAGNA_00185	CDS	846				putative protein
AFMNAGNA_00186	CDS	465	smpB		COG0691	SsrA-binding protein
AFMNAGNA_00187	CDS	708				hypothetical protein
AFMNAGNA_00188	CDS	1218	hemW		COG0635	Heme chaperone HemW
AFMNAGNA_00189	CDS	1188	tufA		COG0050	Elongation factor Tu
AFMNAGNA_00190	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
AFMNAGNA_00191	CDS	627	rplC		COG0087	50S ribosomal protein L3
AFMNAGNA_00192	CDS	675	rplD			50S ribosomal protein L4
AFMNAGNA_00193	CDS	285	rplW		COG0089	50S ribosomal protein L23
AFMNAGNA_00194	CDS	822	rplB			50S ribosomal protein L2
AFMNAGNA_00195	CDS	288	rpsS			30S ribosomal protein S19
AFMNAGNA_00196	CDS	375	rplV		COG0091	50S ribosomal protein L22
AFMNAGNA_00197	CDS	744	rpsC			30S ribosomal protein S3
AFMNAGNA_00198	CDS	420	rplP		COG0197	50S ribosomal protein L16
AFMNAGNA_00199	CDS	219				hypothetical protein
AFMNAGNA_00200	CDS	270	rpsQ			30S ribosomal protein S17
AFMNAGNA_00201	CDS	369	rplN		COG0093	50S ribosomal protein L14
AFMNAGNA_00202	CDS	312	rplX		COG0198	50S ribosomal protein L24
AFMNAGNA_00203	CDS	558	rplE			50S ribosomal protein L5
AFMNAGNA_00204	CDS	399	rpsH			30S ribosomal protein S8
AFMNAGNA_00205	CDS	540	rplF			50S ribosomal protein L6
AFMNAGNA_00206	CDS	363	rplR			50S ribosomal protein L18
AFMNAGNA_00207	CDS	519	rpsE		COG0098	30S ribosomal protein S5
AFMNAGNA_00208	CDS	186	rpmD		COG1841	50S ribosomal protein L30
AFMNAGNA_00209	CDS	462	rplO		COG0200	50S ribosomal protein L15
AFMNAGNA_00210	CDS	1353	secY		COG0201	Protein translocase subunit SecY
AFMNAGNA_00211	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
AFMNAGNA_00212	CDS	366	rpsM		COG0099	30S ribosomal protein S13
AFMNAGNA_00213	CDS	381	rpsK			30S ribosomal protein S11
AFMNAGNA_00214	CDS	1056	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
AFMNAGNA_00215	CDS	495				hypothetical protein
AFMNAGNA_00216	CDS	198				hypothetical protein
AFMNAGNA_00217	CDS	684	grpE			Protein GrpE
AFMNAGNA_00218	CDS	1908	dnaK			Chaperone protein DnaK
AFMNAGNA_00219	CDS	927	dnaJ_2		COG0484	Chaperone protein DnaJ
AFMNAGNA_00220	CDS	246	dnaJ_3		COG0484	Chaperone protein DnaJ
AFMNAGNA_00221	CDS	1470				hypothetical protein
AFMNAGNA_00222	CDS	2148				hypothetical protein
AFMNAGNA_00223	CDS	327				hypothetical protein
AFMNAGNA_00224	CDS	609	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
AFMNAGNA_00225	CDS	447				hypothetical protein
AFMNAGNA_00226	CDS	1440				hypothetical protein
AFMNAGNA_00227	CDS	741				hypothetical protein
AFMNAGNA_00228	CDS	108				hypothetical protein
AFMNAGNA_00229	rRNA	1545				16S ribosomal RNA
AFMNAGNA_00230	tRNA	75				tRNA-Ile(gat)
AFMNAGNA_00231	rRNA	2950				23S ribosomal RNA
AFMNAGNA_00232	rRNA	104				5S ribosomal RNA
AFMNAGNA_00233	CDS	687				hypothetical protein
AFMNAGNA_00234	CDS	768	cbiO	3.6.3.-	COG1122	Cobalt import ATP-binding protein CbiO
AFMNAGNA_00235	CDS	579	bioY		COG1268	Biotin transporter BioY
AFMNAGNA_00236	CDS	813				hypothetical protein
AFMNAGNA_00237	CDS	1974	priA	3.6.4.-	COG1198	Primosomal protein N'
AFMNAGNA_00238	CDS	651	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
AFMNAGNA_00239	CDS	546				hypothetical protein
AFMNAGNA_00240	tRNA	73				tRNA-Thr(ggt)
AFMNAGNA_00241	CDS	171	rpmG		COG0267	50S ribosomal protein L33
AFMNAGNA_00242	tRNA	75				tRNA-Trp(cca)
AFMNAGNA_00243	CDS	180	secE			Protein translocase subunit SecE
AFMNAGNA_00244	CDS	558	nusG			Transcription termination/antitermination protein NusG
AFMNAGNA_00245	CDS	441	rplK		COG0080	50S ribosomal protein L11
AFMNAGNA_00246	CDS	681	rplA			50S ribosomal protein L1
AFMNAGNA_00247	CDS	543	rplJ		COG0244	50S ribosomal protein L10
AFMNAGNA_00248	CDS	390	rplL			50S ribosomal protein L7/L12
AFMNAGNA_00249	CDS	3537	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
AFMNAGNA_00250	CDS	4251	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
AFMNAGNA_00251	CDS	375	rpsL		COG0048	30S ribosomal protein S12
AFMNAGNA_00252	CDS	471	rpsG		COG0049	30S ribosomal protein S7
AFMNAGNA_00253	CDS	3324				hypothetical protein
AFMNAGNA_00254	CDS	1953				hypothetical protein
AFMNAGNA_00255	CDS	1032				hypothetical protein
AFMNAGNA_00256	CDS	330				hypothetical protein
AFMNAGNA_00257	CDS	1053	flaA			Flagellar filament outer layer protein
AFMNAGNA_00258	CDS	288				hypothetical protein
AFMNAGNA_00259	CDS	330	hupA		COG0776	DNA-binding protein HU 1
AFMNAGNA_00260	CDS	1641	lnt_1	2.3.1.269		Apolipoprotein N-acyltransferase
AFMNAGNA_00261	CDS	414				hypothetical protein
AFMNAGNA_00262	CDS	1560	rho	3.6.4.-		Transcription termination factor Rho
AFMNAGNA_00263	CDS	306				hypothetical protein
AFMNAGNA_00264	CDS	651	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
AFMNAGNA_00265	CDS	1071	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
AFMNAGNA_00266	CDS	711				hypothetical protein
AFMNAGNA_00267	CDS	612				hypothetical protein
AFMNAGNA_00268	CDS	1347				hypothetical protein
AFMNAGNA_00269	CDS	996	cpoB_1			Cell division coordinator CpoB
AFMNAGNA_00270	CDS	660			COG0664	Cyclic AMP receptor protein
AFMNAGNA_00271	CDS	1785				hypothetical protein
AFMNAGNA_00272	CDS	657	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
AFMNAGNA_00273	tmRNA	352	ssrA			transfer-messenger RNA, SsrA
AFMNAGNA_00274	CDS	1368	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
AFMNAGNA_00275	CDS	108				hypothetical protein
AFMNAGNA_00276	rRNA	1546				16S ribosomal RNA
AFMNAGNA_00277	tRNA	74				tRNA-Ala(tgc)
AFMNAGNA_00278	rRNA	2950				23S ribosomal RNA
AFMNAGNA_00279	rRNA	104				5S ribosomal RNA
AFMNAGNA_00280	CDS	366				hypothetical protein
AFMNAGNA_00281	CDS	594				hypothetical protein
AFMNAGNA_00282	CDS	1449	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
AFMNAGNA_00283	CDS	1527	cca	2.7.7.72		CCA-adding enzyme
AFMNAGNA_00284	CDS	975	spo0J		COG1475	Stage 0 sporulation protein J
AFMNAGNA_00285	CDS	762	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
AFMNAGNA_00286	CDS	792				hypothetical protein
AFMNAGNA_00287	CDS	501				hypothetical protein
AFMNAGNA_00288	CDS	750		2.4.1.187		N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
AFMNAGNA_00289	CDS	885				hypothetical protein
AFMNAGNA_00290	CDS	1347				hypothetical protein
AFMNAGNA_00291	CDS	2499	cmk_1	2.7.4.25		Cytidylate kinase
AFMNAGNA_00292	CDS	720				hypothetical protein
AFMNAGNA_00293	CDS	561	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
AFMNAGNA_00294	CDS	141				hypothetical protein
AFMNAGNA_00295	CDS	660				hypothetical protein
AFMNAGNA_00296	CDS	1080				hypothetical protein
AFMNAGNA_00297	CDS	375				hypothetical protein
AFMNAGNA_00298	CDS	594				hypothetical protein
AFMNAGNA_00299	CDS	948	kdsB	2.7.7.38		8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
AFMNAGNA_00300	CDS	1605	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
AFMNAGNA_00301	CDS	834	ywtE	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE
AFMNAGNA_00302	CDS	882	lldD	1.1.-.-		L-lactate dehydrogenase
AFMNAGNA_00303	CDS	1218	pal_1			Peptidoglycan-associated lipoprotein
AFMNAGNA_00304	CDS	1266	prs			Putative ribose-phosphate pyrophosphokinase
AFMNAGNA_00305	CDS	1245	xylB	2.7.1.17		Xylulose kinase
AFMNAGNA_00306	CDS	636	coaE	2.7.1.24		Dephospho-CoA kinase
AFMNAGNA_00307	CDS	774				hypothetical protein
AFMNAGNA_00308	CDS	1032	rfuA		COG1744	ABC transporter riboflavin-binding protein RfuA
AFMNAGNA_00309	CDS	222	rfuB_1	3.6.3.-	COG3845	putative riboflavin import ATP-binding protein RfuB
AFMNAGNA_00310	CDS	1551	rfuB_2	3.6.3.-	COG3845	putative riboflavin import ATP-binding protein RfuB
AFMNAGNA_00311	CDS	1134	rfuC		COG4603	putative riboflavin import permease protein RfuC
AFMNAGNA_00312	CDS	942	rfuD_1		COG1079	putative riboflavin import permease protein RfuD
AFMNAGNA_00313	CDS	1947	mutL		COG0323	DNA mismatch repair protein MutL
AFMNAGNA_00314	CDS	2931				hypothetical protein
AFMNAGNA_00315	CDS	1779	pyrG	6.3.4.2		CTP synthase
AFMNAGNA_00316	CDS	615	rpsD		COG0522	30S ribosomal protein S4
AFMNAGNA_00317	CDS	1029				hypothetical protein
AFMNAGNA_00318	CDS	966	fliY_1		COG0834	L-cystine-binding protein FliY
AFMNAGNA_00319	CDS	882	fliY_2		COG0834	L-cystine-binding protein FliY
AFMNAGNA_00320	CDS	330				Single-stranded DNA-binding protein
AFMNAGNA_00321	CDS	1014				hypothetical protein
AFMNAGNA_00322	CDS	2289				hypothetical protein
AFMNAGNA_00323	CDS	630				hypothetical protein
AFMNAGNA_00324	CDS	126				hypothetical protein
AFMNAGNA_00325	CDS	1110				hypothetical protein
AFMNAGNA_00326	CDS	2271				hypothetical protein
AFMNAGNA_00327	CDS	1062	tmpC		COG1744	Membrane lipoprotein TmpC
AFMNAGNA_00328	CDS	147				hypothetical protein
AFMNAGNA_00329	CDS	1602	rbsA	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
AFMNAGNA_00330	CDS	1116				hypothetical protein
AFMNAGNA_00331	CDS	951	rfuD_2		COG1079	putative riboflavin import permease protein RfuD
AFMNAGNA_00332	CDS	1458				hypothetical protein
AFMNAGNA_00333	CDS	2967				hypothetical protein
AFMNAGNA_00334	CDS	2514			COG4775	Putative outer membrane protein assembly factor
AFMNAGNA_00335	CDS	519				hypothetical protein
AFMNAGNA_00336	CDS	2703	mutS		COG0249	DNA mismatch repair protein MutS
AFMNAGNA_00337	tRNA	83				tRNA-Leu(caa)
AFMNAGNA_00338	CDS	1797	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
AFMNAGNA_00339	tRNA	74				tRNA-Gly(tcc)
AFMNAGNA_00340	CDS	1467	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
AFMNAGNA_00341	CDS	693	lolA			Outer-membrane lipoprotein carrier protein
AFMNAGNA_00342	CDS	1218				hypothetical protein
AFMNAGNA_00343	CDS	468				hypothetical protein
AFMNAGNA_00344	CDS	1614				hypothetical protein
AFMNAGNA_00345	CDS	858	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
AFMNAGNA_00346	CDS	489				hypothetical protein
AFMNAGNA_00347	CDS	996				hypothetical protein
AFMNAGNA_00348	CDS	1473	fpgS	6.3.2.17		Folylpolyglutamate synthase
AFMNAGNA_00349	CDS	1446	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
AFMNAGNA_00350	CDS	561	cmk_2	2.7.4.25		Cytidylate kinase
AFMNAGNA_00351	CDS	834	nth_1	4.2.99.18		Endonuclease III
AFMNAGNA_00352	CDS	3447	mfd	3.6.4.-		Transcription-repair-coupling factor
AFMNAGNA_00353	CDS	1092	mraY	2.7.8.13		Phospho-N-acetylmuramoyl-pentapeptide-transferase
AFMNAGNA_00354	CDS	696				hypothetical protein
AFMNAGNA_00355	CDS	711				hypothetical protein
AFMNAGNA_00356	CDS	531	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
AFMNAGNA_00357	CDS	1287	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
AFMNAGNA_00358	CDS	891	proB	2.7.2.11	COG0263	Glutamate 5-kinase
AFMNAGNA_00359	CDS	258				hypothetical protein
AFMNAGNA_00360	CDS	510	rnhA	3.1.26.4	COG0328	Ribonuclease HI
AFMNAGNA_00361	CDS	627	tmk	2.7.4.9	COG0125	Thymidylate kinase
AFMNAGNA_00362	CDS	270				hypothetical protein
AFMNAGNA_00363	CDS	108				hypothetical protein
AFMNAGNA_00364	CDS	660	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
AFMNAGNA_00365	CDS	1581		2.4.1.18	COG1543	1,4-alpha-glucan branching enzyme
AFMNAGNA_00366	CDS	636				hypothetical protein
AFMNAGNA_00367	CDS	171				hypothetical protein
AFMNAGNA_00368	CDS	804				hypothetical protein
AFMNAGNA_00369	CDS	2433				hypothetical protein
AFMNAGNA_00370	CDS	1368				hypothetical protein
AFMNAGNA_00371	CDS	465	cheX	3.-.-.-	COG1406	CheY-P phosphatase CheX
AFMNAGNA_00372	CDS	435	cheY		COG0784	Chemotaxis protein CheY
AFMNAGNA_00373	CDS	2826	smc_1			Chromosome partition protein Smc
AFMNAGNA_00374	CDS	336				hypothetical protein
AFMNAGNA_00375	CDS	1551	cpoB_2			Cell division coordinator CpoB
AFMNAGNA_00376	CDS	219				hypothetical protein
AFMNAGNA_00377	CDS	837	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
