locus_tag	ftype	length_bp	gene	EC_number	COG	product
HPJMNOPJ_00066	CDS	1023	lepB	3.4.21.89	COG0681	Signal peptidase I
HPJMNOPJ_00067	CDS	1797	lepA	3.6.5.-	COG0481	Elongation factor 4
HPJMNOPJ_00068	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
HPJMNOPJ_00069	CDS	669	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
HPJMNOPJ_00070	CDS	777	yaaA		COG3022	Peroxide stress resistance protein YaaA
HPJMNOPJ_00071	CDS	567				hypothetical protein
HPJMNOPJ_00072	CDS	915	fieF		COG0053	Ferrous-iron efflux pump FieF
HPJMNOPJ_00073	CDS	966	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
HPJMNOPJ_00074	CDS	1191	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
HPJMNOPJ_00075	CDS	1056	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
HPJMNOPJ_00076	CDS	351				hypothetical protein
HPJMNOPJ_00077	CDS	351		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
HPJMNOPJ_00078	CDS	852	focA		COG2116	putative formate transporter 1
HPJMNOPJ_00079	CDS	2325	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
HPJMNOPJ_00080	CDS	2040	lip-1	3.1.1.3		Lipase 1
HPJMNOPJ_00081	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
HPJMNOPJ_00082	CDS	501	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
HPJMNOPJ_00083	CDS	852	thyA	2.1.1.45	COG0207	Thymidylate synthase
HPJMNOPJ_00084	CDS	813	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
HPJMNOPJ_00085	CDS	795				hypothetical protein
HPJMNOPJ_00086	CDS	597	rppH	3.6.1.-		RNA pyrophosphohydrolase
HPJMNOPJ_00087	CDS	567	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
HPJMNOPJ_00088	CDS	435				hypothetical protein
HPJMNOPJ_00089	CDS	1386				hypothetical protein
HPJMNOPJ_00090	CDS	1212	epsF		COG1459	Type II secretion system protein F
HPJMNOPJ_00091	CDS	723				hypothetical protein
HPJMNOPJ_00092	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
HPJMNOPJ_00093	CDS	204	yacG		COG3024	DNA gyrase inhibitor YacG
HPJMNOPJ_00094	CDS	270				hypothetical protein
HPJMNOPJ_00095	CDS	1374	alsT_1		COG1115	Amino-acid carrier protein AlsT
HPJMNOPJ_00096	CDS	318	yfiA		COG1544	Ribosome-associated factor Y
HPJMNOPJ_00097	CDS	894	xerD		COG4974	Tyrosine recombinase XerD
HPJMNOPJ_00098	CDS	1158	hcaT			putative 3-phenylpropionic acid transporter
HPJMNOPJ_00099	CDS	828	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
HPJMNOPJ_00100	CDS	909	rdgC		COG2974	Recombination-associated protein RdgC
HPJMNOPJ_00101	CDS	744		3.5.2.20	COG1878	Isatin hydrolase
HPJMNOPJ_00102	CDS	1167	oapA		COG3061	Opacity-associated protein OapA
HPJMNOPJ_00103	CDS	1014	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
HPJMNOPJ_00104	CDS	567	efp		COG0231	Elongation factor P
HPJMNOPJ_00105	CDS	507				hypothetical protein
HPJMNOPJ_00106	CDS	720	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
HPJMNOPJ_00107	CDS	726	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
HPJMNOPJ_00108	CDS	1407	ftsP		COG2132	Cell division protein FtsP
HPJMNOPJ_00109	CDS	390				hypothetical protein
HPJMNOPJ_00110	CDS	1533	der		COG1160	GTPase Der
HPJMNOPJ_00111	tRNA	77				tRNA-Asp(gtc)
HPJMNOPJ_00112	tRNA	77				tRNA-Asp(gtc)
HPJMNOPJ_00113	CDS	762	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
HPJMNOPJ_00114	CDS	465	rnhA	3.1.26.4	COG0328	Ribonuclease HI
HPJMNOPJ_00115	CDS	840				hypothetical protein
HPJMNOPJ_00116	CDS	612				hypothetical protein
HPJMNOPJ_00117	CDS	771				hypothetical protein
HPJMNOPJ_00118	CDS	567				hypothetical protein
HPJMNOPJ_00119	CDS	702			COG0325	Pyridoxal phosphate homeostasis protein
HPJMNOPJ_00120	CDS	2448	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
HPJMNOPJ_00121	CDS	957	thrB	2.7.1.39		Homoserine kinase
HPJMNOPJ_00122	CDS	1275	thrC	4.2.3.1	COG0498	Threonine synthase
HPJMNOPJ_00123	CDS	723				hypothetical protein
HPJMNOPJ_00124	CDS	1248	hflK		COG0330	Modulator of FtsH protease HflK
HPJMNOPJ_00125	CDS	888	hflC		COG0330	Modulator of FtsH protease HflC
HPJMNOPJ_00126	CDS	543				hypothetical protein
HPJMNOPJ_00127	CDS	1356	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
HPJMNOPJ_00128	CDS	540	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
HPJMNOPJ_00129	CDS	612	gmhA_1	5.3.1.28	COG0279	Phosphoheptose isomerase
HPJMNOPJ_00130	CDS	732	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
HPJMNOPJ_00131	CDS	723	artI		COG0834	ABC transporter arginine-binding protein
HPJMNOPJ_00132	CDS	672	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
HPJMNOPJ_00133	CDS	684	artM		COG4160	Arginine ABC transporter permease protein ArtM
HPJMNOPJ_00134	CDS	231				hypothetical protein
HPJMNOPJ_00135	CDS	774	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
HPJMNOPJ_00136	CDS	993	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
HPJMNOPJ_00137	CDS	984	fecC		COG0609	Fe(3+) dicitrate transport system permease protein FecC
HPJMNOPJ_00138	CDS	897	fecB		COG4594	Fe(3+) dicitrate-binding periplasmic protein
HPJMNOPJ_00139	CDS	1545				hypothetical protein
HPJMNOPJ_00140	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
HPJMNOPJ_00141	CDS	966	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
HPJMNOPJ_00142	CDS	318	ftsL		COG3116	Cell division protein FtsL
HPJMNOPJ_00143	CDS	1806	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
HPJMNOPJ_00144	CDS	1485	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
HPJMNOPJ_00145	CDS	1383	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
HPJMNOPJ_00146	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
HPJMNOPJ_00147	CDS	1305	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
HPJMNOPJ_00148	CDS	1191	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
HPJMNOPJ_00149	CDS	1065	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
HPJMNOPJ_00150	CDS	1449	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
HPJMNOPJ_00151	CDS	930	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
HPJMNOPJ_00152	CDS	777	ftsQ			Cell division protein FtsQ
HPJMNOPJ_00153	CDS	1281	ftsA		COG0849	Cell division protein FtsA
HPJMNOPJ_00154	CDS	1305	ftsZ			Cell division protein FtsZ
HPJMNOPJ_00155	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
HPJMNOPJ_00156	CDS	1152	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
HPJMNOPJ_00157	CDS	1164	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
HPJMNOPJ_00158	CDS	1014	rbsR		COG1609	Ribose operon repressor
HPJMNOPJ_00159	CDS	921	rbsK	2.7.1.15	COG0524	Ribokinase
HPJMNOPJ_00160	CDS	888	rbsB_1		COG1879	Ribose import binding protein RbsB
HPJMNOPJ_00161	CDS	969	rbsC_1		COG1172	Ribose import permease protein RbsC
HPJMNOPJ_00162	CDS	1497	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
HPJMNOPJ_00163	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
HPJMNOPJ_00164	CDS	210				hypothetical protein
HPJMNOPJ_00165	CDS	333				hypothetical protein
HPJMNOPJ_00166	CDS	555	ytfJ		COG3054	putative protein YtfJ
HPJMNOPJ_00167	CDS	1239		3.-.-.-	COG0624	putative hydrolase
HPJMNOPJ_00168	CDS	729				hypothetical protein
HPJMNOPJ_00169	CDS	1413	ydgI		COG0531	Putative arginine/ornithine antiporter
HPJMNOPJ_00170	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
HPJMNOPJ_00171	CDS	585	pth	3.1.1.29		Peptidyl-tRNA hydrolase
HPJMNOPJ_00172	CDS	441	pasT		COG2867	Persistence and stress-resistance toxin PasT
HPJMNOPJ_00173	CDS	300				hypothetical protein
HPJMNOPJ_00174	CDS	1194		1.14.11.-	COG2850	putative ribosomal oxygenase
HPJMNOPJ_00175	CDS	1338	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
HPJMNOPJ_00176	CDS	867	rapZ		COG1660	RNase adapter protein RapZ
HPJMNOPJ_00177	CDS	519	ptsN		COG1762	Nitrogen regulatory protein
HPJMNOPJ_00178	CDS	726	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HPJMNOPJ_00179	CDS	513	lptA		COG1934	Lipopolysaccharide export system protein LptA
HPJMNOPJ_00180	CDS	579	lptC		COG3117	Lipopolysaccharide export system protein LptC
HPJMNOPJ_00181	CDS	795	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
HPJMNOPJ_00182	CDS	786	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
HPJMNOPJ_00183	CDS	507	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
HPJMNOPJ_00184	CDS	639	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
HPJMNOPJ_00185	CDS	378				hypothetical protein
HPJMNOPJ_00186	CDS	258			COG5007	putative protein
HPJMNOPJ_00187	CDS	1278	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
HPJMNOPJ_00188	CDS	1977	rnb	3.1.13.1	COG4776	Exoribonuclease 2
HPJMNOPJ_00189	CDS	783	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
HPJMNOPJ_00190	CDS	756			COG0327	GTP cyclohydrolase 1 type 2 
HPJMNOPJ_00191	CDS	630	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
HPJMNOPJ_00192	CDS	426	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
HPJMNOPJ_00193	CDS	687	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
HPJMNOPJ_00194	CDS	672	neuA_1	2.7.7.43	COG1083	N-acylneuraminate cytidylyltransferase
HPJMNOPJ_00195	CDS	1239				hypothetical protein
HPJMNOPJ_00196	CDS	1506	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
HPJMNOPJ_00197	CDS	963	prfB		COG1186	Peptide chain release factor RF2
HPJMNOPJ_00198	CDS	684	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
HPJMNOPJ_00199	CDS	1722	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
HPJMNOPJ_00200	CDS	669				hypothetical protein
HPJMNOPJ_00201	CDS	690	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
HPJMNOPJ_00202	CDS	1485	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
HPJMNOPJ_00203	CDS	1107	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
HPJMNOPJ_00204	CDS	1071	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
HPJMNOPJ_00205	CDS	351	frdD		COG3080	Fumarate reductase subunit D
HPJMNOPJ_00206	CDS	399	frdC		COG3029	Fumarate reductase subunit C
HPJMNOPJ_00207	CDS	771	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
HPJMNOPJ_00208	CDS	1800	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
HPJMNOPJ_00209	CDS	972	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
HPJMNOPJ_00210	CDS	1029			COG1840	putative protein
HPJMNOPJ_00211	CDS	2607	acnB	4.2.1.3	COG1049	Aconitate hydratase B
HPJMNOPJ_00212	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
HPJMNOPJ_00213	CDS	603	recR		COG0353	Recombination protein RecR
HPJMNOPJ_00214	CDS	1953	topB	5.6.2.1	COG0550	DNA topoisomerase 3
HPJMNOPJ_00215	CDS	348	secG		COG1314	Protein-export membrane protein SecG
HPJMNOPJ_00216	tRNA	86				tRNA-Leu(gag)
HPJMNOPJ_00217	CDS	552	algU		COG1595	RNA polymerase sigma-H factor
HPJMNOPJ_00218	CDS	201				hypothetical protein
HPJMNOPJ_00219	CDS	720				hypothetical protein
HPJMNOPJ_00220	CDS	924				hypothetical protein
HPJMNOPJ_00221	CDS	333				hypothetical protein
HPJMNOPJ_00222	CDS	450				hypothetical protein
HPJMNOPJ_00223	CDS	672	qseB			Transcriptional regulatory protein QseB
HPJMNOPJ_00224	CDS	1374	qseC	2.7.13.3		Sensor protein QseC
HPJMNOPJ_00225	CDS	210	mopII			Molybdenum-pterin-binding protein 2
HPJMNOPJ_00226	CDS	483	smpB		COG0691	SsrA-binding protein
HPJMNOPJ_00227	CDS	1527	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
HPJMNOPJ_00228	CDS	711	arcA		COG0745	Aerobic respiration control protein ArcA
HPJMNOPJ_00229	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
HPJMNOPJ_00230	CDS	267	rpmE2		COG0254	50S ribosomal protein L31 type B
HPJMNOPJ_00231	CDS	1743	dsbD_1	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
HPJMNOPJ_00232	CDS	1602	purH		COG0138	Bifunctional purine biosynthesis protein PurH
HPJMNOPJ_00233	CDS	1587				hypothetical protein
HPJMNOPJ_00234	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
HPJMNOPJ_00235	CDS	1263	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
HPJMNOPJ_00236	CDS	972	secF		COG0341	Protein translocase subunit SecF
HPJMNOPJ_00237	CDS	1851	secD		COG0342	Protein translocase subunit SecD
HPJMNOPJ_00238	CDS	297	yajC		COG1862	Sec translocon accessory complex subunit YajC
HPJMNOPJ_00239	CDS	1158	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
HPJMNOPJ_00240	CDS	1350	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
HPJMNOPJ_00241	CDS	756	cof	3.6.1.-		HMP-PP phosphatase
HPJMNOPJ_00242	CDS	1092	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
HPJMNOPJ_00243	CDS	1371				hypothetical protein
HPJMNOPJ_00244	CDS	2127				hypothetical protein
HPJMNOPJ_00245	CDS	888	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
HPJMNOPJ_00246	CDS	1599	dppA		COG0747	Periplasmic dipeptide transport protein
HPJMNOPJ_00247	CDS	1005	dppB		COG0601	Dipeptide transport system permease protein DppB
HPJMNOPJ_00248	CDS	894	dppC		COG1173	Dipeptide transport system permease protein DppC
HPJMNOPJ_00249	CDS	999	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
HPJMNOPJ_00250	CDS	981	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
HPJMNOPJ_00251	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
HPJMNOPJ_00252	CDS	792	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
HPJMNOPJ_00253	CDS	1596				hypothetical protein
HPJMNOPJ_00254	CDS	948	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
HPJMNOPJ_00255	CDS	888	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
HPJMNOPJ_00256	CDS	618	lolB		COG3017	Outer-membrane lipoprotein LolB
HPJMNOPJ_00257	CDS	1236	cca		COG0617	Multifunctional CCA protein
HPJMNOPJ_00258	CDS	612				hypothetical protein
HPJMNOPJ_00259	CDS	1263				hypothetical protein
HPJMNOPJ_00260	CDS	681				hypothetical protein
HPJMNOPJ_00261	CDS	1071				hypothetical protein
HPJMNOPJ_00262	CDS	1380	radA	3.6.4.-	COG1066	DNA repair protein RadA
HPJMNOPJ_00263	CDS	354				hypothetical protein
HPJMNOPJ_00264	CDS	480	lrp		COG1522	Leucine-responsive regulatory protein
HPJMNOPJ_00265	CDS	2793				hypothetical protein
HPJMNOPJ_00266	CDS	618	lolA		COG2834	Outer-membrane lipoprotein carrier protein
HPJMNOPJ_00267	CDS	1338	rarA		COG2256	Replication-associated recombination protein A
HPJMNOPJ_00268	CDS	1287	serS	6.1.1.11	COG0172	Serine--tRNA ligase
HPJMNOPJ_00269	CDS	894	cdd	3.5.4.5	COG0295	Cytidine deaminase
HPJMNOPJ_00270	CDS	1047	potD_1		COG0687	Spermidine/putrescine-binding periplasmic protein
HPJMNOPJ_00271	CDS	1047	potD_2		COG0687	Spermidine/putrescine-binding periplasmic protein
HPJMNOPJ_00272	CDS	768	ydcV			Inner membrane ABC transporter permease protein YdcV
HPJMNOPJ_00273	CDS	855	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
HPJMNOPJ_00274	CDS	1113	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
HPJMNOPJ_00275	CDS	1239	pepT	3.4.11.4	COG2195	Peptidase T
HPJMNOPJ_00276	CDS	2655			COG3008	putative protein
HPJMNOPJ_00277	CDS	1257	yebS		COG2995	Intermembrane transport protein YebS
HPJMNOPJ_00278	CDS	633	proQ		COG3109	RNA chaperone ProQ
HPJMNOPJ_00279	CDS	2052	prc	3.4.21.102	COG0793	Tail-specific protease
HPJMNOPJ_00280	CDS	1503				hypothetical protein
HPJMNOPJ_00281	CDS	561				hypothetical protein
HPJMNOPJ_00282	CDS	630	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
HPJMNOPJ_00283	CDS	1284	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
HPJMNOPJ_00284	CDS	627	dctQ		COG3090	C4-dicarboxylate TRAP transporter small permease protein DctQ
HPJMNOPJ_00285	CDS	999	dctP		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
HPJMNOPJ_00286	CDS	1287	gltA	2.3.3.16	COG0372	Citrate synthase
HPJMNOPJ_00287	CDS	2796	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
HPJMNOPJ_00288	CDS	1215	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
HPJMNOPJ_00289	CDS	381				hypothetical protein
HPJMNOPJ_00290	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
HPJMNOPJ_00291	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
HPJMNOPJ_00292	CDS	1554				hypothetical protein
HPJMNOPJ_00293	CDS	906				hypothetical protein
HPJMNOPJ_00294	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
HPJMNOPJ_00295	CDS	1278	ampG		COG0477	Anhydromuropeptide permease
HPJMNOPJ_00296	CDS	1017	lnpD	5.1.3.2		UDP-glucose 4-epimerase
HPJMNOPJ_00297	CDS	1314	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
HPJMNOPJ_00298	CDS	1167	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
HPJMNOPJ_00299	CDS	1296	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
HPJMNOPJ_00300	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
HPJMNOPJ_00301	CDS	717				hypothetical protein
HPJMNOPJ_00302	CDS	954	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
HPJMNOPJ_00303	CDS	354				hypothetical protein
HPJMNOPJ_00304	CDS	1572	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
HPJMNOPJ_00305	CDS	1272				hypothetical protein
HPJMNOPJ_00306	CDS	1464	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
HPJMNOPJ_00307	CDS	939	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
HPJMNOPJ_00308	CDS	846				hypothetical protein
HPJMNOPJ_00309	rRNA	1538				16S ribosomal RNA
HPJMNOPJ_00310	tRNA	77				tRNA-Ile(gat)
HPJMNOPJ_00311	tRNA	76				tRNA-Ala(tgc)
