locus_tag	ftype	length_bp	gene	EC_number	COG	product
JCFPBPPM_00036	CDS	450				hypothetical protein
JCFPBPPM_00037	CDS	675				hypothetical protein
JCFPBPPM_00038	CDS	1329	yscN	7.1.2.2		putative ATP synthase YscN
JCFPBPPM_00039	CDS	507				hypothetical protein
JCFPBPPM_00040	CDS	843				putative protein CT_671
JCFPBPPM_00041	CDS	1116				hypothetical protein
JCFPBPPM_00042	CDS	1509	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
JCFPBPPM_00043	CDS	2760	sctC_1			Type 3 secretion system secretin
JCFPBPPM_00044	tRNA	76				tRNA-Thr(cgt)
JCFPBPPM_00045	CDS	1077	mcsB	2.7.14.1	COG3869	Protein-arginine kinase
JCFPBPPM_00046	CDS	516				hypothetical protein
JCFPBPPM_00047	tRNA	73				tRNA-Lys(ttt)
JCFPBPPM_00048	tRNA	77				tRNA-Glu(ttc)
JCFPBPPM_00049	CDS	543	frr		COG0233	Ribosome-recycling factor
JCFPBPPM_00050	CDS	747	pyrH	2.7.4.22	COG0528	Uridylate kinase
JCFPBPPM_00051	CDS	849	tsf			Elongation factor Ts
JCFPBPPM_00052	CDS	879	rpsB			30S ribosomal protein S2
JCFPBPPM_00053	tRNA	71				tRNA-Gly(tcc)
JCFPBPPM_00054	CDS	1170	ompA			Major outer membrane porin
JCFPBPPM_00055	CDS	3273	mrdA	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
JCFPBPPM_00056	CDS	1020	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
JCFPBPPM_00057	CDS	1455	sufB		COG0719	FeS cluster assembly protein SufB
JCFPBPPM_00058	CDS	771	sufC		COG0396	putative ATP-dependent transporter SufC
JCFPBPPM_00059	CDS	1266				hypothetical protein
JCFPBPPM_00060	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
JCFPBPPM_00061	CDS	759				hypothetical protein
JCFPBPPM_00062	CDS	141				hypothetical protein
JCFPBPPM_00063	CDS	654				hypothetical protein
JCFPBPPM_00064	CDS	861	parB		COG1475	putative chromosome-partitioning protein ParB
JCFPBPPM_00065	CDS	201				hypothetical protein
JCFPBPPM_00066	CDS	975	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
JCFPBPPM_00067	CDS	975	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
JCFPBPPM_00068	CDS	675				hypothetical protein
JCFPBPPM_00069	CDS	1281				hypothetical protein
JCFPBPPM_00070	CDS	1209	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
JCFPBPPM_00071	CDS	642				hypothetical protein
JCFPBPPM_00072	CDS	1149				hypothetical protein
JCFPBPPM_00073	CDS	1170				hypothetical protein
JCFPBPPM_00074	CDS	1155				hypothetical protein
JCFPBPPM_00075	CDS	1095	rsmB	2.1.1.176		Ribosomal RNA small subunit methyltransferase B
JCFPBPPM_00076	CDS	180				hypothetical protein
JCFPBPPM_00077	CDS	1311				hypothetical protein
JCFPBPPM_00078	CDS	429				hypothetical protein
JCFPBPPM_00079	CDS	435	rsbW	2.7.11.1		Serine-protein kinase RsbW
JCFPBPPM_00080	CDS	600				hypothetical protein
JCFPBPPM_00081	CDS	957	cpoB			Cell division coordinator CpoB
JCFPBPPM_00082	CDS	885				hypothetical protein
JCFPBPPM_00083	CDS	3723	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
JCFPBPPM_00084	CDS	1368	uhpC		COG2271	Membrane sensor protein UhpC
JCFPBPPM_00085	CDS	204				hypothetical protein
JCFPBPPM_00086	CDS	1293	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
JCFPBPPM_00087	CDS	1755	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
JCFPBPPM_00088	CDS	777	fkpA	5.2.1.8	COG0545	putative FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
JCFPBPPM_00089	CDS	471	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
JCFPBPPM_00090	CDS	309	trxA		COG0526	Thioredoxin
JCFPBPPM_00091	tRNA	84				tRNA-Leu(cag)
JCFPBPPM_00092	CDS	717				hypothetical protein
JCFPBPPM_00093	CDS	426	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
JCFPBPPM_00094	CDS	750	dinG_1	3.1.-.-		3'-5' exonuclease DinG
JCFPBPPM_00095	CDS	468				hypothetical protein
JCFPBPPM_00096	CDS	1626	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
JCFPBPPM_00097	CDS	849	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
JCFPBPPM_00098	CDS	462	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
JCFPBPPM_00099	CDS	840	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
JCFPBPPM_00100	CDS	966	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
JCFPBPPM_00101	CDS	1002				hypothetical protein
JCFPBPPM_00102	CDS	660	rplC		COG0087	50S ribosomal protein L3
JCFPBPPM_00103	CDS	675	rplD			50S ribosomal protein L4
JCFPBPPM_00104	CDS	336				hypothetical protein
JCFPBPPM_00105	CDS	855	rplB		COG0090	50S ribosomal protein L2
JCFPBPPM_00106	CDS	267	rpsS		COG0185	30S ribosomal protein S19
JCFPBPPM_00107	CDS	336	rplV		COG0091	50S ribosomal protein L22
JCFPBPPM_00108	CDS	672	rpsC		COG0092	30S ribosomal protein S3
JCFPBPPM_00109	CDS	417	rplP		COG0197	50S ribosomal protein L16
JCFPBPPM_00110	CDS	219				hypothetical protein
JCFPBPPM_00111	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
JCFPBPPM_00112	CDS	369	rplN			50S ribosomal protein L14
JCFPBPPM_00113	CDS	336				hypothetical protein
JCFPBPPM_00114	CDS	543	rplE			50S ribosomal protein L5
JCFPBPPM_00115	CDS	402	rpsH		COG0096	30S ribosomal protein S8
JCFPBPPM_00116	CDS	552	rplF			50S ribosomal protein L6
JCFPBPPM_00117	CDS	372	rplR		COG0256	50S ribosomal protein L18
JCFPBPPM_00118	CDS	498	rpsE			30S ribosomal protein S5
JCFPBPPM_00119	CDS	435	rplO		COG0200	50S ribosomal protein L15
JCFPBPPM_00120	CDS	1374	secY		COG0201	Protein translocase subunit SecY
JCFPBPPM_00121	CDS	369	rpsM		COG0099	30S ribosomal protein S13
JCFPBPPM_00122	CDS	402	rpsK			30S ribosomal protein S11
JCFPBPPM_00123	CDS	1125	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
JCFPBPPM_00124	CDS	429	rplQ		COG0203	50S ribosomal protein L17
JCFPBPPM_00125	CDS	1008	gap	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
JCFPBPPM_00126	CDS	834				hypothetical protein
JCFPBPPM_00127	tRNA	85				tRNA-Leu(taa)
JCFPBPPM_00128	CDS	963				hypothetical protein
JCFPBPPM_00129	CDS	507	ruvC	3.1.22.4		Crossover junction endodeoxyribonuclease RuvC
JCFPBPPM_00130	CDS	624	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
JCFPBPPM_00131	CDS	435	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
JCFPBPPM_00132	CDS	708	lplA	6.3.1.20		Lipoate-protein ligase A
JCFPBPPM_00133	CDS	1836	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
JCFPBPPM_00134	CDS	1407	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
JCFPBPPM_00135	tRNA	88				tRNA-Ser(gct)
JCFPBPPM_00136	CDS	507	pgsA_1	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
JCFPBPPM_00137	CDS	1623	tlcA_1		COG3202	ADP,ATP carrier protein 1
JCFPBPPM_00138	CDS	1002				hypothetical protein
JCFPBPPM_00139	CDS	2613	polA	2.7.7.7		DNA polymerase I
JCFPBPPM_00140	CDS	609	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
JCFPBPPM_00141	CDS	1395	rho	3.6.4.-	COG1158	Transcription termination factor Rho
JCFPBPPM_00142	CDS	285				hypothetical protein
JCFPBPPM_00143	CDS	633	pyrE	2.4.2.10		Orotate phosphoribosyltransferase
JCFPBPPM_00144	CDS	1326	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
JCFPBPPM_00145	CDS	768				hypothetical protein
JCFPBPPM_00146	CDS	561	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
JCFPBPPM_00147	CDS	702				hypothetical protein
JCFPBPPM_00148	CDS	1044	hemH	4.99.1.1	COG0276	Ferrochelatase
JCFPBPPM_00149	CDS	1005				hypothetical protein
JCFPBPPM_00150	CDS	321				hypothetical protein
JCFPBPPM_00151	CDS	198				hypothetical protein
JCFPBPPM_00152	CDS	267				hypothetical protein
JCFPBPPM_00153	CDS	2124				hypothetical protein
JCFPBPPM_00154	CDS	1482				hypothetical protein
JCFPBPPM_00155	CDS	1740				hypothetical protein
JCFPBPPM_00156	CDS	522	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
JCFPBPPM_00157	CDS	972				hypothetical protein
JCFPBPPM_00158	CDS	2379	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
JCFPBPPM_00159	CDS	1089				hypothetical protein
JCFPBPPM_00160	CDS	312	yidD			Putative membrane protein insertion efficiency factor
JCFPBPPM_00161	CDS	651				hypothetical protein
JCFPBPPM_00162	tRNA	84				tRNA-Leu(gag)
JCFPBPPM_00163	CDS	600				hypothetical protein
JCFPBPPM_00164	CDS	759	recO			DNA repair protein RecO
JCFPBPPM_00165	CDS	546				hypothetical protein
JCFPBPPM_00166	CDS	687	hpf			Ribosome hibernation promoting factor
JCFPBPPM_00167	tRNA	74				tRNA-Arg(tcg)
JCFPBPPM_00168	CDS	1161	atoC		COG2204	Regulatory protein AtoC
JCFPBPPM_00169	CDS	1956				hypothetical protein
JCFPBPPM_00170	CDS	1095	rcsC	2.7.13.3		Sensor histidine kinase RcsC
JCFPBPPM_00171	CDS	321				hypothetical protein
JCFPBPPM_00172	tRNA	85				tRNA-Leu(caa)
JCFPBPPM_00173	CDS	678				hypothetical protein
JCFPBPPM_00174	CDS	693	gph	3.1.3.18		Phosphoglycolate phosphatase
JCFPBPPM_00175	CDS	804	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
JCFPBPPM_00176	CDS	636	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
JCFPBPPM_00177	CDS	963	lpxG	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
JCFPBPPM_00178	CDS	264				hypothetical protein
JCFPBPPM_00179	CDS	762	prfB			Peptide chain release factor 2
JCFPBPPM_00180	CDS	516				hypothetical protein
JCFPBPPM_00181	CDS	555				hypothetical protein
JCFPBPPM_00182	CDS	717	yebC		COG0217	putative transcriptional regulatory protein YebC
JCFPBPPM_00183	CDS	2268				hypothetical protein
JCFPBPPM_00184	CDS	1377	murA1	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
JCFPBPPM_00185	CDS	1686	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
JCFPBPPM_00186	CDS	639	aas_1	6.2.1.20		Bifunctional protein Aas
JCFPBPPM_00187	CDS	651	cmk	2.7.4.25	COG0283	Cytidylate kinase
JCFPBPPM_00188	CDS	927				hypothetical protein
JCFPBPPM_00189	CDS	786	uppS	2.5.1.-		Isoprenyl transferase
JCFPBPPM_00190	CDS	1101				hypothetical protein
JCFPBPPM_00191	CDS	4209	secD			Protein translocase subunit SecD
JCFPBPPM_00192	CDS	1767				hypothetical protein
JCFPBPPM_00193	CDS	1122				hypothetical protein
JCFPBPPM_00194	CDS	537				Early upstream open reading frame
JCFPBPPM_00195	CDS	1518	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
JCFPBPPM_00196	CDS	189				hypothetical protein
JCFPBPPM_00197	CDS	273	omcA			Small cysteine-rich outer membrane protein OmcA
JCFPBPPM_00198	CDS	1671	omcB			Large cysteine-rich periplasmic protein OmcB
JCFPBPPM_00199	CDS	591				hypothetical protein
JCFPBPPM_00200	CDS	1938				hypothetical protein
JCFPBPPM_00201	CDS	270				hypothetical protein
JCFPBPPM_00202	CDS	939				hypothetical protein
JCFPBPPM_00203	CDS	408	rpsL		COG0048	30S ribosomal protein S12
JCFPBPPM_00204	CDS	474	rpsG		COG0049	30S ribosomal protein S7
JCFPBPPM_00205	CDS	2085	fusA		COG0480	Elongation factor G
JCFPBPPM_00206	CDS	318	rpsJ		COG0051	30S ribosomal protein S10
JCFPBPPM_00207	CDS	1044	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
JCFPBPPM_00208	CDS	531	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
JCFPBPPM_00209	tRNA	75				tRNA-Phe(gaa)
JCFPBPPM_00210	CDS	321	rplU		COG0261	50S ribosomal protein L21
JCFPBPPM_00211	CDS	255	rpmA		COG0211	50S ribosomal protein L27
JCFPBPPM_00212	CDS	1008	obg	3.6.5.-		GTPase Obg
JCFPBPPM_00213	CDS	882	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
JCFPBPPM_00214	CDS	738	znuC	7.2.2.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
JCFPBPPM_00215	CDS	837	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
JCFPBPPM_00216	tRNA	89				tRNA-Ser(gga)
JCFPBPPM_00217	CDS	5172				putative outer membrane protein pmp20
JCFPBPPM_00218	CDS	2844				putative outer membrane protein pmp19
JCFPBPPM_00219	CDS	303				hypothetical protein
JCFPBPPM_00220	CDS	360				hypothetical protein
JCFPBPPM_00221	CDS	1350	alsT_1		COG1115	Amino-acid carrier protein AlsT
JCFPBPPM_00222	CDS	507	lspA	3.4.23.36		Lipoprotein signal peptidase
JCFPBPPM_00223	CDS	375	yocK		COG1734	General stress protein 16O
JCFPBPPM_00224	CDS	459	nrdR		COG1327	Transcriptional repressor NrdR
JCFPBPPM_00225	CDS	603	ribC	2.5.1.9	COG0307	Riboflavin synthase
JCFPBPPM_00226	CDS	828	rlmL	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
JCFPBPPM_00227	CDS	798	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
JCFPBPPM_00228	CDS	1098	lpxK	2.7.1.130		Tetraacyldisaccharide 4'-kinase
JCFPBPPM_00229	CDS	1245	gltP		COG1301	Proton/glutamate-aspartate symporter
JCFPBPPM_00230	CDS	1182	pdhC_1	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
JCFPBPPM_00231	CDS	990	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
JCFPBPPM_00232	CDS	765				hypothetical protein
JCFPBPPM_00233	CDS	1080				hypothetical protein
JCFPBPPM_00234	CDS	333				hypothetical protein
JCFPBPPM_00235	CDS	672				hypothetical protein
JCFPBPPM_00236	CDS	1494	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
JCFPBPPM_00237	CDS	576	clpP1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit 1
JCFPBPPM_00238	CDS	774	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
JCFPBPPM_00239	CDS	975				hypothetical protein
JCFPBPPM_00240	CDS	840				hypothetical protein
JCFPBPPM_00241	CDS	1563				hypothetical protein
JCFPBPPM_00242	CDS	693	menG	2.1.1.163		Demethylmenaquinone methyltransferase
JCFPBPPM_00243	CDS	795	mqnA	4.2.1.151	COG1427	Chorismate dehydratase
JCFPBPPM_00244	CDS	1110	mqnE	2.5.1.120	COG1060	Aminodeoxyfutalosine synthase
JCFPBPPM_00245	CDS	234				hypothetical protein
JCFPBPPM_00246	CDS	1863				hypothetical protein
JCFPBPPM_00247	CDS	351				hypothetical protein
JCFPBPPM_00248	CDS	1164				hypothetical protein
JCFPBPPM_00249	CDS	477	ybeY	3.1.-.-		Endoribonuclease YbeY
JCFPBPPM_00250	CDS	162				hypothetical protein
JCFPBPPM_00251	CDS	192				hypothetical protein
JCFPBPPM_00252	CDS	672				hypothetical protein
JCFPBPPM_00253	CDS	591		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
JCFPBPPM_00254	CDS	2028	rnr	3.1.13.1	COG0557	Ribonuclease R
JCFPBPPM_00255	CDS	1983	dnaK			Chaperone protein DnaK
JCFPBPPM_00256	CDS	555	grpE		COG0576	Protein GrpE
JCFPBPPM_00257	CDS	1161	hrcA		COG1420	Heat-inducible transcription repressor HrcA
JCFPBPPM_00258	CDS	1707	proS	6.1.1.15	COG0442	Proline--tRNA ligase
JCFPBPPM_00259	CDS	1158				hypothetical protein
JCFPBPPM_00260	CDS	954				hypothetical protein
JCFPBPPM_00261	CDS	273				hypothetical protein
JCFPBPPM_00262	CDS	1023				hypothetical protein
JCFPBPPM_00263	CDS	1194	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
JCFPBPPM_00264	CDS	222				hypothetical protein
JCFPBPPM_00265	CDS	1233				hypothetical protein
JCFPBPPM_00266	CDS	2058				hypothetical protein
JCFPBPPM_00267	CDS	873				hypothetical protein
JCFPBPPM_00268	CDS	333		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
JCFPBPPM_00269	CDS	1632				hypothetical protein
JCFPBPPM_00270	CDS	1335				hypothetical protein
JCFPBPPM_00271	CDS	195				hypothetical protein
JCFPBPPM_00272	CDS	858	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
JCFPBPPM_00273	CDS	3102				hypothetical protein
JCFPBPPM_00274	CDS	780	artJ		COG0834	putative ABC transporter arginine-binding protein ArtJ
JCFPBPPM_00275	CDS	1470				hypothetical protein
JCFPBPPM_00276	CDS	657				hypothetical protein
JCFPBPPM_00277	CDS	813	rbn_1	3.1.26.11		Ribonuclease BN
JCFPBPPM_00278	CDS	1419	hflX		COG2262	GTPase HflX
JCFPBPPM_00279	CDS	1266	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
JCFPBPPM_00280	CDS	990				hypothetical protein
JCFPBPPM_00281	CDS	2163	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
JCFPBPPM_00282	CDS	1770				hypothetical protein
JCFPBPPM_00283	CDS	1527				hypothetical protein
JCFPBPPM_00284	CDS	2328				hypothetical protein
JCFPBPPM_00285	CDS	2841				putative outer membrane protein pmp18
JCFPBPPM_00286	CDS	1131				putative outer membrane protein pmp15
JCFPBPPM_00287	CDS	924				putative outer membrane protein pmp15
JCFPBPPM_00288	CDS	801				hypothetical protein
JCFPBPPM_00289	CDS	2859				putative outer membrane protein pmp16
JCFPBPPM_00290	CDS	2817				putative outer membrane protein pmp15
JCFPBPPM_00291	CDS	345				hypothetical protein
JCFPBPPM_00292	CDS	1170				hypothetical protein
JCFPBPPM_00293	CDS	2019				hypothetical protein
JCFPBPPM_00294	CDS	798				hypothetical protein
JCFPBPPM_00295	CDS	852				hypothetical protein
JCFPBPPM_00296	CDS	342				hypothetical protein
JCFPBPPM_00297	CDS	2055				hypothetical protein
JCFPBPPM_00298	CDS	1890				hypothetical protein
JCFPBPPM_00299	CDS	2079				hypothetical protein
JCFPBPPM_00300	CDS	2937				putative outer membrane protein pmp14
JCFPBPPM_00301	CDS	2922				putative outer membrane protein pmp13
JCFPBPPM_00302	CDS	1545				putative outer membrane protein pmp12
JCFPBPPM_00303	CDS	2787				putative outer membrane protein pmp11
JCFPBPPM_00304	CDS	2787				putative outer membrane protein pmp10
JCFPBPPM_00305	CDS	1110				hypothetical protein
JCFPBPPM_00306	CDS	2787	pmp9			putative outer membrane protein pmp9
JCFPBPPM_00307	CDS	2793	pmp8_1			putative outer membrane protein pmp8
JCFPBPPM_00308	CDS	2811	pmp7			putative outer membrane protein pmp7
JCFPBPPM_00309	CDS	3831	pmp6			putative outer membrane protein pmp6
JCFPBPPM_00310	CDS	1254				hypothetical protein
JCFPBPPM_00311	CDS	519				hypothetical protein
JCFPBPPM_00312	CDS	951				hypothetical protein
JCFPBPPM_00313	CDS	639				hypothetical protein
JCFPBPPM_00314	CDS	528				hypothetical protein
JCFPBPPM_00315	CDS	1086	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
JCFPBPPM_00316	CDS	2538	clpC			ATP-dependent Clp protease ATP-binding subunit ClpC
JCFPBPPM_00317	CDS	720	lipM	2.3.1.181	COG0095	Octanoyltransferase LipM
JCFPBPPM_00318	CDS	1428		2.7.8.-		Cardiolipin synthase
JCFPBPPM_00319	CDS	2079				hypothetical protein
JCFPBPPM_00320	CDS	348	gcvH		COG0509	Glycine cleavage system H protein
JCFPBPPM_00321	CDS	306				hypothetical protein
JCFPBPPM_00322	CDS	336				hypothetical protein
JCFPBPPM_00323	CDS	771	nqrE	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit E
JCFPBPPM_00324	CDS	642	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
JCFPBPPM_00325	CDS	963	nqrC	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit C
JCFPBPPM_00326	CDS	1512	nqrB	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit B
JCFPBPPM_00327	CDS	579				hypothetical protein
JCFPBPPM_00328	CDS	588				hypothetical protein
JCFPBPPM_00329	CDS	1404	dnaA_1		COG0593	Chromosomal replication initiator protein DnaA
JCFPBPPM_00330	CDS	429				hypothetical protein
JCFPBPPM_00331	CDS	546				hypothetical protein
JCFPBPPM_00332	CDS	894	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
JCFPBPPM_00333	CDS	288				hypothetical protein
JCFPBPPM_00334	CDS	1962	ftsI	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
JCFPBPPM_00335	CDS	1452	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
JCFPBPPM_00336	CDS	717	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
JCFPBPPM_00337	tRNA	76				tRNA-Arg(cct)
JCFPBPPM_00338	CDS	303	hupA		COG0776	DNA-binding protein HU 1
JCFPBPPM_00339	CDS	1215				hypothetical protein
JCFPBPPM_00340	CDS	975	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
JCFPBPPM_00341	CDS	1980	btuD	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JCFPBPPM_00342	CDS	660				hypothetical protein
JCFPBPPM_00343	CDS	780	mqnD	4.1.-.-	COG2107	1,4-dihydroxy-6-naphtoate synthase
JCFPBPPM_00344	CDS	699	dinG_2	3.1.-.-		3'-5' exonuclease DinG
JCFPBPPM_00345	CDS	486				hypothetical protein
JCFPBPPM_00346	CDS	480				hypothetical protein
JCFPBPPM_00347	CDS	888				hypothetical protein
JCFPBPPM_00348	CDS	900	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
JCFPBPPM_00349	CDS	747				hypothetical protein
JCFPBPPM_00350	CDS	1020				hypothetical protein
JCFPBPPM_00351	CDS	699				hypothetical protein
JCFPBPPM_00352	CDS	1110	mutY	3.2.2.31		Adenine DNA glycosylase
JCFPBPPM_00353	CDS	393				hypothetical protein
JCFPBPPM_00354	CDS	774				hypothetical protein
JCFPBPPM_00355	CDS	648				hypothetical protein
JCFPBPPM_00356	CDS	171				hypothetical protein
JCFPBPPM_00357	CDS	738	prpC	3.1.3.16	COG0631	Protein phosphatase PrpC
JCFPBPPM_00358	CDS	1116	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
JCFPBPPM_00359	CDS	1215				hypothetical protein
JCFPBPPM_00360	CDS	1236				hypothetical protein
JCFPBPPM_00361	CDS	399				hypothetical protein
JCFPBPPM_00362	CDS	573	dcd	3.5.4.13		dCTP deaminase
JCFPBPPM_00363	CDS	1014	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
JCFPBPPM_00364	CDS	819				hypothetical protein
JCFPBPPM_00365	CDS	1995	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
JCFPBPPM_00366	CDS	501				hypothetical protein
JCFPBPPM_00367	CDS	483				Single-stranded DNA-binding protein
JCFPBPPM_00368	CDS	1500	pepA	3.4.11.1	COG0260	putative cytosol aminopeptidase
JCFPBPPM_00369	CDS	519	hctB			Histone H1-like protein HC2
JCFPBPPM_00370	CDS	936				hypothetical protein
