locus_tag	ftype	length_bp	gene	EC_number	COG	product
NLDHCKDF_00040	CDS	1227	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
NLDHCKDF_00041	CDS	1119				hypothetical protein
NLDHCKDF_00042	CDS	318				hypothetical protein
NLDHCKDF_00043	CDS	597				hypothetical protein
NLDHCKDF_00044	CDS	774				hypothetical protein
NLDHCKDF_00045	tRNA	76				tRNA-Lys(ctt)
NLDHCKDF_00046	CDS	786				hypothetical protein
NLDHCKDF_00047	CDS	1110	menC_1	4.2.1.113	COG4948	o-succinylbenzoate synthase
NLDHCKDF_00048	CDS	579				hypothetical protein
NLDHCKDF_00049	CDS	582				hypothetical protein
NLDHCKDF_00050	CDS	198				hypothetical protein
NLDHCKDF_00051	CDS	765				hypothetical protein
NLDHCKDF_00052	CDS	1227	rlmI_1	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
NLDHCKDF_00053	CDS	522				hypothetical protein
NLDHCKDF_00054	CDS	237				hypothetical protein
NLDHCKDF_00055	CDS	756				hypothetical protein
NLDHCKDF_00056	CDS	495				hypothetical protein
NLDHCKDF_00057	CDS	336				hypothetical protein
NLDHCKDF_00058	CDS	951	pafB		COG2378	Protein PafB
NLDHCKDF_00059	CDS	1224	ydcO_1		COG3135	Inner membrane protein YdcO
NLDHCKDF_00060	CDS	255				hypothetical protein
NLDHCKDF_00061	CDS	1776	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
NLDHCKDF_00062	CDS	429				hypothetical protein
NLDHCKDF_00063	CDS	1449				hypothetical protein
NLDHCKDF_00064	tRNA	74				tRNA-Gln(ttg)
NLDHCKDF_00065	CDS	987	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NLDHCKDF_00066	CDS	882				hypothetical protein
NLDHCKDF_00067	CDS	1191	mqnC	1.21.98.1	COG1060	Cyclic dehypoxanthine futalosine synthase
NLDHCKDF_00068	CDS	2619	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
NLDHCKDF_00069	CDS	789	neo	2.7.1.95		Aminoglycoside 3'-phosphotransferase
NLDHCKDF_00070	CDS	930				hypothetical protein
NLDHCKDF_00071	CDS	375				hypothetical protein
NLDHCKDF_00072	CDS	363				hypothetical protein
NLDHCKDF_00073	CDS	567	ddrB			Single-stranded DNA-binding protein DdrB
NLDHCKDF_00074	CDS	1962	prsA_1	5.2.1.8		Foldase protein PrsA
NLDHCKDF_00075	tRNA	77				tRNA-Arg(ccg)
NLDHCKDF_00076	CDS	480				hypothetical protein
NLDHCKDF_00077	CDS	2109	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
NLDHCKDF_00078	CDS	594				hypothetical protein
NLDHCKDF_00079	CDS	4404	smc_1			Chromosome partition protein Smc
NLDHCKDF_00080	CDS	1206	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
NLDHCKDF_00081	CDS	780	sdhL	1.1.1.25	COG0169	Shikimate dehydrogenase-like protein
NLDHCKDF_00082	CDS	921	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
NLDHCKDF_00083	CDS	516		3.6.1.-	COG0494	Nudix hydrolase
NLDHCKDF_00084	CDS	1062	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
NLDHCKDF_00085	CDS	714	bshB2	3.5.1.-	COG2120	putative N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2
NLDHCKDF_00086	CDS	465				hypothetical protein
NLDHCKDF_00087	CDS	1254	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
NLDHCKDF_00088	rRNA	1500				16S ribosomal RNA
NLDHCKDF_00089	CDS	1317	obg	3.6.5.-	COG0536	GTPase Obg
NLDHCKDF_00090	CDS	276	rpmA		COG0211	50S ribosomal protein L27
NLDHCKDF_00091	CDS	303	rplU		COG0261	50S ribosomal protein L21
NLDHCKDF_00092	CDS	474	nrdR		COG1327	Transcriptional repressor NrdR
NLDHCKDF_00093	CDS	780				hypothetical protein
NLDHCKDF_00094	CDS	1077	crtQ	2.4.1.-		4,4'-diaponeurosporenoate glycosyltransferase
NLDHCKDF_00095	CDS	699				hypothetical protein
NLDHCKDF_00096	CDS	939				hypothetical protein
NLDHCKDF_00097	CDS	276				hypothetical protein
NLDHCKDF_00098	CDS	1536	crtN	1.3.8.2		4,4'-diapophytoene desaturase (4,4'-diapolycopene-forming)
NLDHCKDF_00099	CDS	465				hypothetical protein
NLDHCKDF_00100	CDS	1827		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
NLDHCKDF_00101	CDS	1752			COG1132	putative ABC transporter ATP-binding protein
NLDHCKDF_00102	CDS	552				hypothetical protein
NLDHCKDF_00103	CDS	309	rpsF		COG0360	30S ribosomal protein S6
NLDHCKDF_00104	CDS	345	ssb_1		COG0629	Single-stranded DNA-binding protein
NLDHCKDF_00105	CDS	255	ssb_2		COG0629	Single-stranded DNA-binding protein
NLDHCKDF_00106	CDS	339	ssb_3		COG0629	Single-stranded DNA-binding protein
NLDHCKDF_00107	CDS	279	rpsR		COG0238	30S ribosomal protein S18
NLDHCKDF_00108	CDS	441	rplI		COG0359	50S ribosomal protein L9
NLDHCKDF_00109	CDS	804				hypothetical protein
NLDHCKDF_00110	CDS	699				hypothetical protein
NLDHCKDF_00111	CDS	600				hypothetical protein
NLDHCKDF_00112	CDS	675				hypothetical protein
NLDHCKDF_00113	CDS	1356	norM		COG0534	Multidrug resistance protein NorM
NLDHCKDF_00114	CDS	2175				hypothetical protein
NLDHCKDF_00115	CDS	387				hypothetical protein
NLDHCKDF_00116	CDS	792			COG0327	GTP cyclohydrolase 1 type 2 
NLDHCKDF_00117	CDS	621	tmk	2.7.4.9	COG0125	Thymidylate kinase
NLDHCKDF_00118	CDS	885				hypothetical protein
NLDHCKDF_00119	CDS	855	fadH	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
NLDHCKDF_00120	CDS	774	echA8	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
NLDHCKDF_00121	CDS	786				hypothetical protein
NLDHCKDF_00122	CDS	345				hypothetical protein
NLDHCKDF_00123	CDS	1338	accC	6.3.4.14	COG0439	Biotin carboxylase
NLDHCKDF_00124	CDS	564	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
NLDHCKDF_00125	CDS	558	efp		COG0231	Elongation factor P
NLDHCKDF_00126	CDS	1113				hypothetical protein
NLDHCKDF_00127	CDS	1164				hypothetical protein
NLDHCKDF_00128	CDS	843				hypothetical protein
NLDHCKDF_00129	CDS	627	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
NLDHCKDF_00130	CDS	285				hypothetical protein
NLDHCKDF_00131	CDS	516				hypothetical protein
NLDHCKDF_00132	CDS	939	dnaJ_1		COG0484	Chaperone protein DnaJ
NLDHCKDF_00133	CDS	786				hypothetical protein
NLDHCKDF_00134	CDS	204				hypothetical protein
NLDHCKDF_00135	CDS	666	grpE			Protein GrpE
NLDHCKDF_00136	CDS	1887	dnaK		COG0443	Chaperone protein DnaK
NLDHCKDF_00137	CDS	1167	hemW		COG0635	Heme chaperone HemW
NLDHCKDF_00138	CDS	1653				hypothetical protein
NLDHCKDF_00139	CDS	117				hypothetical protein
NLDHCKDF_00140	CDS	801		2.7.4.-	COG2326	Polyphosphate:AMP/ADP phosphotransferase
NLDHCKDF_00141	CDS	849				hypothetical protein
NLDHCKDF_00142	CDS	540				hypothetical protein
NLDHCKDF_00143	CDS	978	eamA		COG0697	putative amino-acid metabolite efflux pump
NLDHCKDF_00144	CDS	354				hypothetical protein
NLDHCKDF_00145	CDS	1038				hypothetical protein
NLDHCKDF_00146	CDS	477				hypothetical protein
NLDHCKDF_00147	CDS	1578	hflX			GTPase HflX
NLDHCKDF_00148	CDS	261				hypothetical protein
NLDHCKDF_00149	CDS	1794				hypothetical protein
NLDHCKDF_00150	CDS	204				hypothetical protein
NLDHCKDF_00151	CDS	1413				hypothetical protein
NLDHCKDF_00152	CDS	756	tatD	3.1.-.-	COG0084	putative metal-dependent hydrolase TatD
NLDHCKDF_00153	tRNA	77				tRNA-Arg(cct)
NLDHCKDF_00154	CDS	2742	valS	6.1.1.9	COG0525	Valine--tRNA ligase
NLDHCKDF_00155	CDS	462				hypothetical protein
NLDHCKDF_00156	CDS	522				hypothetical protein
NLDHCKDF_00157	CDS	1206	csd	2.8.1.7	COG0520	putative cysteine desulfurase
NLDHCKDF_00158	CDS	834				hypothetical protein
NLDHCKDF_00159	CDS	1074	ribD		COG0117	Riboflavin biosynthesis protein RibD
NLDHCKDF_00160	CDS	645	ribE	2.5.1.9		Riboflavin synthase
NLDHCKDF_00161	CDS	1215	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
NLDHCKDF_00162	CDS	468	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
NLDHCKDF_00163	CDS	1377				hypothetical protein
NLDHCKDF_00164	CDS	1032	ldh_1	1.4.1.9		Leucine dehydrogenase
NLDHCKDF_00165	CDS	633	udk	2.7.1.48	COG0572	Uridine kinase
NLDHCKDF_00166	CDS	1884				hypothetical protein
NLDHCKDF_00167	CDS	978				hypothetical protein
NLDHCKDF_00168	CDS	492				hypothetical protein
NLDHCKDF_00169	CDS	1821			COG1132	putative ABC transporter ATP-binding protein
NLDHCKDF_00170	CDS	918				hypothetical protein
NLDHCKDF_00171	CDS	1968	dpp5	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
NLDHCKDF_00172	CDS	255				hypothetical protein
NLDHCKDF_00173	CDS	933	irrE	3.4.24.-		Radiation response metalloprotease IrrE
NLDHCKDF_00174	CDS	870	folP	2.5.1.15	COG0294	Dihydropteroate synthase
NLDHCKDF_00175	CDS	357	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
NLDHCKDF_00176	CDS	516	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
NLDHCKDF_00177	CDS	642				hypothetical protein
NLDHCKDF_00178	CDS	816	attM	3.1.1.81		N-acyl homoserine lactonase AttM
NLDHCKDF_00179	CDS	1266	prfB		COG1186	Peptide chain release factor RF2
NLDHCKDF_00180	CDS	441	rplM		COG0102	50S ribosomal protein L13
NLDHCKDF_00181	CDS	402	rpsI		COG0103	30S ribosomal protein S9
NLDHCKDF_00182	CDS	1425	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
NLDHCKDF_00183	CDS	396				hypothetical protein
NLDHCKDF_00184	CDS	1230				IS200/IS605 family transposase ISDra2
NLDHCKDF_00185	CDS	603		3.6.1.66		dITP/XTP pyrophosphatase
NLDHCKDF_00186	CDS	639	sigE		COG1595	ECF RNA polymerase sigma factor SigE
NLDHCKDF_00187	CDS	315				hypothetical protein
NLDHCKDF_00188	CDS	1467	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
NLDHCKDF_00189	CDS	4821	gltB	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
NLDHCKDF_00190	CDS	822		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
NLDHCKDF_00191	CDS	381	crcB			Putative fluoride ion transporter CrcB
NLDHCKDF_00192	CDS	1251	xseA	3.1.11.6		Exodeoxyribonuclease 7 large subunit
NLDHCKDF_00193	CDS	669				hypothetical protein
NLDHCKDF_00194	CDS	528				hypothetical protein
NLDHCKDF_00195	CDS	558	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
NLDHCKDF_00196	CDS	1209	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
NLDHCKDF_00197	CDS	2340				hypothetical protein
NLDHCKDF_00198	CDS	678				hypothetical protein
NLDHCKDF_00199	CDS	351				hypothetical protein
NLDHCKDF_00200	CDS	684				hypothetical protein
NLDHCKDF_00201	CDS	696				hypothetical protein
NLDHCKDF_00202	CDS	1917	menF	5.4.4.2		Isochorismate synthase MenF
NLDHCKDF_00203	CDS	612				hypothetical protein
NLDHCKDF_00204	CDS	663	recR		COG0353	Recombination protein RecR
NLDHCKDF_00205	CDS	291			COG0718	Nucleoid-associated protein
NLDHCKDF_00206	CDS	468				hypothetical protein
NLDHCKDF_00207	CDS	819				hypothetical protein
NLDHCKDF_00208	CDS	537				hypothetical protein
NLDHCKDF_00209	CDS	816				hypothetical protein
NLDHCKDF_00210	CDS	834				hypothetical protein
NLDHCKDF_00211	CDS	930	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
NLDHCKDF_00212	CDS	399				hypothetical protein
NLDHCKDF_00213	CDS	372				hypothetical protein
NLDHCKDF_00214	CDS	393				hypothetical protein
NLDHCKDF_00215	CDS	1398	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
NLDHCKDF_00216	CDS	837				hypothetical protein
NLDHCKDF_00217	CDS	1107				hypothetical protein
NLDHCKDF_00218	CDS	306				hypothetical protein
NLDHCKDF_00219	CDS	891	mshD_1	2.3.1.189		Mycothiol acetyltransferase
NLDHCKDF_00220	CDS	648				hypothetical protein
NLDHCKDF_00221	CDS	1134	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
NLDHCKDF_00222	CDS	444			COG2166	putative SufE-like protein
NLDHCKDF_00223	CDS	861		2.8.1.1	COG2897	Thiosulfate sulfurtransferase
NLDHCKDF_00224	CDS	441				hypothetical protein
NLDHCKDF_00225	CDS	1335				hypothetical protein
NLDHCKDF_00226	CDS	1434	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
NLDHCKDF_00227	CDS	288			COG2852	putative protein
NLDHCKDF_00228	CDS	2244	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
NLDHCKDF_00229	CDS	666	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
NLDHCKDF_00230	CDS	255	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
NLDHCKDF_00231	CDS	471				hypothetical protein
NLDHCKDF_00232	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
NLDHCKDF_00233	CDS	726				hypothetical protein
NLDHCKDF_00234	CDS	387	apaG		COG2967	Protein ApaG
NLDHCKDF_00235	CDS	1062	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
NLDHCKDF_00236	CDS	486	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
NLDHCKDF_00237	CDS	477	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
NLDHCKDF_00238	CDS	228				hypothetical protein
NLDHCKDF_00239	CDS	198				hypothetical protein
NLDHCKDF_00240	CDS	330				hypothetical protein
NLDHCKDF_00241	CDS	1557	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
NLDHCKDF_00242	CDS	1236		3.4.11.-	COG2309	Aminopeptidase T
NLDHCKDF_00243	CDS	582				hypothetical protein
NLDHCKDF_00244	CDS	726	rlmD	2.1.1.190		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
NLDHCKDF_00245	CDS	591	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
NLDHCKDF_00246	CDS	405				hypothetical protein
NLDHCKDF_00247	CDS	819	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
NLDHCKDF_00248	CDS	324				hypothetical protein
NLDHCKDF_00249	CDS	270				hypothetical protein
NLDHCKDF_00250	CDS	1926	speA	4.1.1.19		Biosynthetic arginine decarboxylase
NLDHCKDF_00251	CDS	459				hypothetical protein
NLDHCKDF_00252	CDS	837	prmC_1	2.1.1.297	COG2890	Release factor glutamine methyltransferase
NLDHCKDF_00253	CDS	582				hypothetical protein
NLDHCKDF_00254	CDS	402	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
NLDHCKDF_00255	CDS	717				hypothetical protein
NLDHCKDF_00256	CDS	999				hypothetical protein
NLDHCKDF_00257	CDS	2013				hypothetical protein
NLDHCKDF_00258	CDS	462				hypothetical protein
NLDHCKDF_00259	CDS	450				hypothetical protein
NLDHCKDF_00260	CDS	1119			COG0628	Putative transport protein
NLDHCKDF_00261	tRNA	76				tRNA-Asp(gtc)
NLDHCKDF_00262	rRNA	2632				23S ribosomal RNA
NLDHCKDF_00263	tRNA	76				tRNA-Gly(gcc)
NLDHCKDF_00264	CDS	1785				hypothetical protein
NLDHCKDF_00265	CDS	2766	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
NLDHCKDF_00266	CDS	1635	mdtD_1			Putative multidrug resistance protein MdtD
NLDHCKDF_00267	CDS	507				hypothetical protein
NLDHCKDF_00268	CDS	1149	yycB		COG2807	putative transporter YycB
NLDHCKDF_00269	CDS	453	nudC_2	3.6.1.22		NADH pyrophosphatase
NLDHCKDF_00270	CDS	1032	thiB		COG4143	Thiamine-binding periplasmic protein
NLDHCKDF_00271	CDS	234				hypothetical protein
NLDHCKDF_00272	CDS	273				hypothetical protein
NLDHCKDF_00273	CDS	2163	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
NLDHCKDF_00274	CDS	693	nagR_1		COG2188	HTH-type transcriptional repressor NagR
NLDHCKDF_00275	CDS	300	moaA_1	4.1.99.22	COG2896	GTP 3',8-cyclase
NLDHCKDF_00276	CDS	744	moaA_2	4.1.99.22	COG2896	GTP 3',8-cyclase
NLDHCKDF_00277	CDS	1536				hypothetical protein
NLDHCKDF_00278	CDS	966	ribY		COG0715	Riboflavin-binding protein RibY
NLDHCKDF_00279	CDS	969				putative protein
NLDHCKDF_00280	CDS	996	rbn	3.1.-.-	COG1234	Ribonuclease BN
NLDHCKDF_00281	CDS	840				hypothetical protein
NLDHCKDF_00282	CDS	330	isdG_1	1.14.14.18		Heme oxygenase (staphylobilin-producing)
NLDHCKDF_00283	CDS	567				hypothetical protein
NLDHCKDF_00284	CDS	537				hypothetical protein
NLDHCKDF_00285	CDS	549				hypothetical protein
NLDHCKDF_00286	CDS	702	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
NLDHCKDF_00287	CDS	867	gnl	3.1.1.17		Gluconolactonase
NLDHCKDF_00288	CDS	615	gpmB_1	5.4.2.-		phosphoglycerate mutase GpmB
NLDHCKDF_00289	CDS	399		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
NLDHCKDF_00290	CDS	1077			COG0683	Leu/Ile/Val-binding protein 
NLDHCKDF_00291	CDS	858	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
NLDHCKDF_00292	CDS	1005				hypothetical protein
NLDHCKDF_00293	CDS	873	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
NLDHCKDF_00294	CDS	708	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
NLDHCKDF_00295	CDS	708				hypothetical protein
NLDHCKDF_00296	CDS	639				hypothetical protein
NLDHCKDF_00297	CDS	2871	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
NLDHCKDF_00298	CDS	891				hypothetical protein
NLDHCKDF_00299	CDS	618	pdg			Ultraviolet N-glycosylase/AP lyase
NLDHCKDF_00300	CDS	1221				hypothetical protein
NLDHCKDF_00301	CDS	720				hypothetical protein
NLDHCKDF_00302	CDS	354	tatA_1			Sec-independent protein translocase protein TatA
NLDHCKDF_00303	tRNA	76				tRNA-Ala(ggc)
NLDHCKDF_00304	CDS	639	gph_1	3.1.3.18		Phosphoglycolate phosphatase
NLDHCKDF_00305	CDS	1389				hypothetical protein
NLDHCKDF_00306	CDS	849	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
NLDHCKDF_00307	CDS	297				hypothetical protein
NLDHCKDF_00308	CDS	1473	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
NLDHCKDF_00309	CDS	624	dck	2.7.1.74	COG1428	Deoxyadenosine/deoxycytidine kinase
NLDHCKDF_00310	CDS	618	dgk	2.7.1.113	COG1428	Deoxyguanosine kinase
NLDHCKDF_00311	CDS	255				hypothetical protein
NLDHCKDF_00312	CDS	825				hypothetical protein
NLDHCKDF_00313	CDS	207				hypothetical protein
NLDHCKDF_00314	CDS	1821	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
NLDHCKDF_00315	CDS	570	pgm_1	5.4.2.2	COG0033	Phosphoglucomutase
NLDHCKDF_00316	CDS	1095	pgm_2	5.4.2.2	COG0033	Phosphoglucomutase
NLDHCKDF_00317	CDS	396	rpsL		COG0048	30S ribosomal protein S12
NLDHCKDF_00318	CDS	471	rpsG		COG0049	30S ribosomal protein S7
NLDHCKDF_00319	CDS	2097	fusA_1		COG0480	Elongation factor G
NLDHCKDF_00320	CDS	444				hypothetical protein
NLDHCKDF_00321	CDS	1218	tufB_1		COG0050	Elongation factor Tu-B
NLDHCKDF_00322	CDS	324	rpsJ		COG0051	30S ribosomal protein S10
NLDHCKDF_00323	CDS	636	rplC		COG0087	50S ribosomal protein L3
NLDHCKDF_00324	CDS	618	rplD		COG0088	50S ribosomal protein L4
NLDHCKDF_00325	CDS	288	rplW		COG0089	50S ribosomal protein L23
NLDHCKDF_00326	CDS	828	rplB		COG0090	50S ribosomal protein L2
NLDHCKDF_00327	CDS	288	rpsS		COG0185	30S ribosomal protein S19
NLDHCKDF_00328	CDS	405	rplV		COG0091	50S ribosomal protein L22
NLDHCKDF_00329	CDS	750	rpsC		COG0092	30S ribosomal protein S3
NLDHCKDF_00330	CDS	426	rplP		COG0197	50S ribosomal protein L16
NLDHCKDF_00331	CDS	204	rpmC		COG0255	50S ribosomal protein L29
NLDHCKDF_00332	CDS	291				hypothetical protein
NLDHCKDF_00333	CDS	405	rplN		COG0093	50S ribosomal protein L14
NLDHCKDF_00334	CDS	348	rplX		COG0198	50S ribosomal protein L24
NLDHCKDF_00335	CDS	543	rplE		COG0094	50S ribosomal protein L5
NLDHCKDF_00336	CDS	645				hypothetical protein
NLDHCKDF_00337	CDS	993	mdh	1.1.1.37	COG0039	Malate dehydrogenase
NLDHCKDF_00338	CDS	597	ddrD			DNA damage response protein D
NLDHCKDF_00339	CDS	837	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
NLDHCKDF_00340	CDS	306				hypothetical protein
NLDHCKDF_00341	CDS	423				hypothetical protein
NLDHCKDF_00342	CDS	972	rppH_1	3.6.1.-		RNA pyrophosphohydrolase
NLDHCKDF_00343	CDS	1557				hypothetical protein
NLDHCKDF_00344	CDS	201				hypothetical protein
NLDHCKDF_00345	CDS	1938	ubiD	4.1.1.98		3-octaprenyl-4-hydroxybenzoate carboxy-lyase
NLDHCKDF_00346	CDS	636				hypothetical protein
NLDHCKDF_00347	CDS	90				hypothetical protein
NLDHCKDF_00348	CDS	1413		3.1.1.3		Lipase
NLDHCKDF_00349	CDS	1344	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
NLDHCKDF_00350	CDS	1569		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
NLDHCKDF_00351	CDS	1797				hypothetical protein
NLDHCKDF_00352	CDS	282				hypothetical protein
NLDHCKDF_00353	CDS	1179		3.5.1.47		N-acetyldiaminopimelate deacetylase
NLDHCKDF_00354	CDS	1188	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
NLDHCKDF_00355	tRNA	83				tRNA-Leu(gag)
NLDHCKDF_00356	CDS	276	rpsO		COG0184	30S ribosomal protein S15
NLDHCKDF_00357	CDS	564				hypothetical protein
NLDHCKDF_00358	CDS	1023				hypothetical protein
NLDHCKDF_00359	CDS	600				hypothetical protein
NLDHCKDF_00360	CDS	480	resA_2		COG0526	Thiol-disulfide oxidoreductase ResA
NLDHCKDF_00361	CDS	1995	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
NLDHCKDF_00362	CDS	507	ccmE			Cytochrome c-type biogenesis protein CcmE
NLDHCKDF_00363	CDS	129				hypothetical protein
NLDHCKDF_00364	CDS	711	ccmC		COG0755	Heme exporter protein C
NLDHCKDF_00365	CDS	2466	lon1_1	3.4.21.53	COG0466	Lon protease 1
NLDHCKDF_00366	CDS	1716				hypothetical protein
