locus_tag	ftype	length_bp	gene	EC_number	COG	product
CBDGGIMO_00052	CDS	1185	dctM		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
CBDGGIMO_00053	CDS	471				hypothetical protein
CBDGGIMO_00054	CDS	987			COG1638	putative protein
CBDGGIMO_00055	CDS	1029	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
CBDGGIMO_00056	CDS	750	lutR		COG2186	HTH-type transcriptional regulator LutR
CBDGGIMO_00057	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
CBDGGIMO_00058	CDS	714				hypothetical protein
CBDGGIMO_00059	CDS	1830	uvrC		COG0322	UvrABC system protein C
CBDGGIMO_00060	CDS	765	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
CBDGGIMO_00061	CDS	999	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
CBDGGIMO_00062	CDS	1764	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
CBDGGIMO_00063	CDS	2367				hypothetical protein
CBDGGIMO_00064	CDS	438	dksA		COG1734	RNA polymerase-binding transcription factor DksA
CBDGGIMO_00065	CDS	1359	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
CBDGGIMO_00066	CDS	483	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
CBDGGIMO_00067	CDS	477	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
CBDGGIMO_00068	CDS	1299				hypothetical protein
CBDGGIMO_00069	CDS	1890	mutL		COG0323	DNA mismatch repair protein MutL
CBDGGIMO_00070	CDS	936	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
CBDGGIMO_00071	CDS	2946	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
CBDGGIMO_00072	CDS	1677	recN		COG0497	DNA repair protein RecN
CBDGGIMO_00073	CDS	858	nadK	2.7.1.23	COG0061	NAD kinase
CBDGGIMO_00074	CDS	597	grpE		COG0576	Protein GrpE
CBDGGIMO_00075	CDS	345			COG1708	putative protein
CBDGGIMO_00076	CDS	441				putative protein
CBDGGIMO_00077	CDS	2124	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
CBDGGIMO_00078	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
CBDGGIMO_00079	CDS	867				hypothetical protein
CBDGGIMO_00080	CDS	1380	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
CBDGGIMO_00081	CDS	510	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
CBDGGIMO_00082	CDS	432				hypothetical protein
CBDGGIMO_00083	CDS	789	yjjV_1	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
CBDGGIMO_00084	CDS	267				hypothetical protein
CBDGGIMO_00085	CDS	255				hypothetical protein
CBDGGIMO_00086	CDS	324	trxA			Thioredoxin 1
CBDGGIMO_00087	CDS	996	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
CBDGGIMO_00088	CDS	1110	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
CBDGGIMO_00089	tRNA	76				tRNA-Gly(gcc)
CBDGGIMO_00090	tRNA	74				tRNA-Cys(gca)
CBDGGIMO_00091	tRNA	87				tRNA-Leu(taa)
CBDGGIMO_00092	tRNA	76				tRNA-Lys(ttt)
CBDGGIMO_00093	CDS	1278	thrC	4.2.3.1	COG0498	Threonine synthase
CBDGGIMO_00094	CDS	945	thrB	2.7.1.39		Homoserine kinase
CBDGGIMO_00095	CDS	2448	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
CBDGGIMO_00096	CDS	714			COG0325	Pyridoxal phosphate homeostasis protein
CBDGGIMO_00097	CDS	1137	garK	2.7.1.165	COG1929	Glycerate 2-kinase
CBDGGIMO_00098	CDS	1260	gntP		COG2610	High-affinity gluconate transporter
CBDGGIMO_00099	CDS	1107	cdaR		COG3835	Carbohydrate diacid regulator
CBDGGIMO_00100	CDS	321				hypothetical protein
CBDGGIMO_00101	CDS	756	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
CBDGGIMO_00102	CDS	120				hypothetical protein
CBDGGIMO_00103	CDS	576				hypothetical protein
CBDGGIMO_00104	CDS	885	fbpA		COG1840	Iron-utilization periplasmic protein
CBDGGIMO_00105	CDS	1521				hypothetical protein
CBDGGIMO_00106	CDS	1071	fbpC2_1	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
CBDGGIMO_00107	CDS	396				hypothetical protein
CBDGGIMO_00108	CDS	1134	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
CBDGGIMO_00109	CDS	345			COG1393	putative protein
CBDGGIMO_00110	CDS	1881	htpG		COG0326	Chaperone protein HtpG
CBDGGIMO_00111	CDS	756			COG0327	GTP cyclohydrolase 1 type 2 
CBDGGIMO_00112	CDS	1389	ffh		COG0541	Signal recognition particle protein
CBDGGIMO_00113	CDS	1263				hypothetical protein
CBDGGIMO_00114	CDS	912				hypothetical protein
CBDGGIMO_00115	CDS	342				hypothetical protein
CBDGGIMO_00116	CDS	1290	serS	6.1.1.11	COG0172	Serine--tRNA ligase
CBDGGIMO_00117	CDS	630	gst	2.5.1.18	COG0625	Glutathione S-transferase GST-4.5
CBDGGIMO_00118	CDS	2235	tdhA		COG1629	TonB-dependent heme receptor A
CBDGGIMO_00119	rRNA	110				5S ribosomal RNA
CBDGGIMO_00120	rRNA	2897				23S ribosomal RNA
CBDGGIMO_00121	tRNA	76				tRNA-Glu(ttc)
CBDGGIMO_00122	rRNA	1536				16S ribosomal RNA
CBDGGIMO_00123	tRNA	77				tRNA-Pro(tgg)
CBDGGIMO_00124	tRNA	76				tRNA-His(gtg)
CBDGGIMO_00125	tRNA	77				tRNA-Arg(ccg)
CBDGGIMO_00126	CDS	1572	rlmL_1		COG0116	Ribosomal RNA large subunit methyltransferase K/L
CBDGGIMO_00127	CDS	618	rlmL_2		COG0116	Ribosomal RNA large subunit methyltransferase K/L
CBDGGIMO_00128	tRNA	77				tRNA-Met(cat)
CBDGGIMO_00129	CDS	933	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
CBDGGIMO_00130	CDS	771	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
CBDGGIMO_00131	CDS	1014	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
CBDGGIMO_00132	CDS	507				hypothetical protein
CBDGGIMO_00133	CDS	1362	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
CBDGGIMO_00134	CDS	1191	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
CBDGGIMO_00135	CDS	513	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
CBDGGIMO_00136	tRNA	76				tRNA-Gly(gcc)
CBDGGIMO_00137	tRNA	87				tRNA-Leu(taa)
CBDGGIMO_00138	tRNA	76				tRNA-Lys(ttt)
CBDGGIMO_00139	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
CBDGGIMO_00140	CDS	1317	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
CBDGGIMO_00141	CDS	987	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
CBDGGIMO_00142	CDS	2037				hypothetical protein
CBDGGIMO_00143	CDS	1041			COG1840	putative protein
CBDGGIMO_00144	CDS	642	udk	2.7.1.48		Uridine kinase
CBDGGIMO_00145	CDS	588	dcd	3.5.4.13	COG0717	dCTP deaminase
CBDGGIMO_00146	CDS	1176				hypothetical protein
CBDGGIMO_00147	CDS	1191	sotB		COG2814	Sugar efflux transporter
CBDGGIMO_00148	CDS	1515	der		COG1160	GTPase Der
CBDGGIMO_00149	tRNA	77				tRNA-Asp(gtc)
CBDGGIMO_00150	tRNA	77				tRNA-Asp(gtc)
CBDGGIMO_00151	CDS	771	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
CBDGGIMO_00152	CDS	465	rnhA	3.1.26.4	COG0328	Ribonuclease HI
CBDGGIMO_00153	CDS	1080				hypothetical protein
CBDGGIMO_00154	CDS	1146	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
CBDGGIMO_00155	CDS	813	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
CBDGGIMO_00156	CDS	882	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
CBDGGIMO_00157	CDS	867	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
CBDGGIMO_00158	CDS	903	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
CBDGGIMO_00159	CDS	687	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
CBDGGIMO_00160	CDS	990	siaP		COG1638	Sialic acid-binding periplasmic protein SiaP
CBDGGIMO_00161	CDS	1851	siaT		COG1593	Sialic acid TRAP transporter permease protein SiaT
CBDGGIMO_00162	CDS	1140	nanM	5.1.3.24	COG3055	N-acetylneuraminate epimerase
CBDGGIMO_00163	CDS	192				hypothetical protein
CBDGGIMO_00164	CDS	888	hflC		COG0330	Modulator of FtsH protease HflC
CBDGGIMO_00165	CDS	1221	hflK		COG0330	Modulator of FtsH protease HflK
CBDGGIMO_00166	CDS	708				hypothetical protein
CBDGGIMO_00167	CDS	1182	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
CBDGGIMO_00168	CDS	174				hypothetical protein
CBDGGIMO_00169	CDS	231	acpP		COG0236	Acyl carrier protein
CBDGGIMO_00170	CDS	729	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
CBDGGIMO_00171	CDS	939	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
CBDGGIMO_00172	CDS	951	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
CBDGGIMO_00173	CDS	171	rpmF		COG0333	50S ribosomal protein L32
CBDGGIMO_00174	CDS	525	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
CBDGGIMO_00175	CDS	873	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
CBDGGIMO_00176	CDS	1371	gor	1.8.1.7	COG1249	Glutathione reductase
CBDGGIMO_00177	CDS	600				hypothetical protein
CBDGGIMO_00178	CDS	312	bolA		COG0271	DNA-binding transcriptional regulator BolA
CBDGGIMO_00179	CDS	1344	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
CBDGGIMO_00180	CDS	1236	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
CBDGGIMO_00181	CDS	735	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
CBDGGIMO_00182	CDS	627	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
CBDGGIMO_00183	CDS	597	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
CBDGGIMO_00184	CDS	1236	nqrF	7.2.1.1	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
CBDGGIMO_00185	CDS	1041	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
CBDGGIMO_00186	CDS	261				hypothetical protein
CBDGGIMO_00187	CDS	1257	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
CBDGGIMO_00188	CDS	735	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
CBDGGIMO_00189	CDS	975	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
CBDGGIMO_00190	CDS	789	bamD		COG4105	Outer membrane protein assembly factor BamD
CBDGGIMO_00191	CDS	483	pe			Surface-adhesin protein E
CBDGGIMO_00192	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
CBDGGIMO_00193	CDS	2313	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
CBDGGIMO_00194	CDS	855	focA		COG2116	putative formate transporter 1
CBDGGIMO_00195	CDS	915	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
CBDGGIMO_00196	CDS	1440	alsT_1		COG1115	Amino-acid carrier protein AlsT
CBDGGIMO_00197	CDS	828		3.1.2.12	COG0627	S-formylglutathione hydrolase
CBDGGIMO_00198	CDS	1137	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
CBDGGIMO_00199	CDS	408			COG0789	putative HTH-type transcriptional regulator
CBDGGIMO_00200	CDS	270	tatA		COG1826	Sec-independent protein translocase protein TatA
CBDGGIMO_00201	CDS	525	tatB			Sec-independent protein translocase protein TatB
CBDGGIMO_00202	CDS	771	tatC		COG0805	Sec-independent protein translocase protein TatC
CBDGGIMO_00203	CDS	1350	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
CBDGGIMO_00204	CDS	441	fur		COG0735	Ferric uptake regulation protein
CBDGGIMO_00205	CDS	525	fldA		COG0716	Flavodoxin 1
CBDGGIMO_00206	CDS	783	ybfF	3.1.-.-	COG0596	Esterase YbfF
CBDGGIMO_00207	CDS	594	seqA		COG3057	Negative modulator of initiation of replication
CBDGGIMO_00208	CDS	1359	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
CBDGGIMO_00209	CDS	3321			COG3264	putative MscS family protein.1
CBDGGIMO_00210	CDS	1074	aroC	4.2.3.5	COG0082	Chorismate synthase
CBDGGIMO_00211	CDS	861	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
CBDGGIMO_00212	CDS	768	yfcA		COG0730	putative membrane transporter protein YfcA
CBDGGIMO_00213	CDS	957	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
CBDGGIMO_00214	CDS	972	selD	2.7.9.3	COG0709	Selenide, water dikinase
CBDGGIMO_00215	CDS	351	rplS		COG0335	50S ribosomal protein L19
CBDGGIMO_00216	CDS	741	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
CBDGGIMO_00217	CDS	528	rimM		COG0806	Ribosome maturation factor RimM
CBDGGIMO_00218	CDS	249	rpsP		COG0228	30S ribosomal protein S16
CBDGGIMO_00219	CDS	774				putative protein
CBDGGIMO_00220	CDS	1812		3.1.3.5	COG0737	NAD 5'-nucleotidase
CBDGGIMO_00221	CDS	543	aroK	2.7.1.71	COG0703	Shikimate kinase 1
CBDGGIMO_00222	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
CBDGGIMO_00223	CDS	861	dam	2.1.1.72	COG0338	DNA adenine methylase
CBDGGIMO_00224	CDS	726	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
CBDGGIMO_00225	CDS	651	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
CBDGGIMO_00226	CDS	1545	oppA_1		COG4166	Periplasmic oligopeptide-binding protein
CBDGGIMO_00227	CDS	2046	prlC	3.4.24.70	COG0339	Oligopeptidase A
CBDGGIMO_00228	CDS	300				hypothetical protein
CBDGGIMO_00229	CDS	822				hypothetical protein
CBDGGIMO_00230	CDS	195				hypothetical protein
CBDGGIMO_00231	CDS	1158				hypothetical protein
CBDGGIMO_00232	CDS	531	rayT		COG1943	REP-associated tyrosine transposase
CBDGGIMO_00233	CDS	492	hsdR_1	3.1.21.3		Type I restriction enzyme EcoR124II R protein
CBDGGIMO_00234	CDS	2607	hsdR_2	3.1.21.3		Type I restriction enzyme EcoR124II R protein
CBDGGIMO_00235	CDS	630	rclC		COG3059	Inner membrane protein RclC
CBDGGIMO_00236	CDS	714	arcB_1	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
CBDGGIMO_00237	CDS	978	rcsC	2.7.13.3		Sensor histidine kinase RcsC
CBDGGIMO_00238	CDS	588				hypothetical protein
CBDGGIMO_00239	rRNA	110				5S ribosomal RNA
CBDGGIMO_00240	rRNA	2897				23S ribosomal RNA
CBDGGIMO_00241	tRNA	76				tRNA-Glu(ttc)
CBDGGIMO_00242	rRNA	1536				16S ribosomal RNA
CBDGGIMO_00243	CDS	906	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
CBDGGIMO_00244	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
CBDGGIMO_00245	CDS	492	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
CBDGGIMO_00246	CDS	1572	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
CBDGGIMO_00247	CDS	891				hypothetical protein
CBDGGIMO_00248	CDS	462	decR		COG1522	DNA-binding transcriptional activator DecR
CBDGGIMO_00249	CDS	1203	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
CBDGGIMO_00250	CDS	1311	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
CBDGGIMO_00251	CDS	468			COG2731	putative protein
CBDGGIMO_00252	CDS	372				hypothetical protein
CBDGGIMO_00253	CDS	2130	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
CBDGGIMO_00254	CDS	945	nlpI		COG4785	Lipoprotein NlpI 
CBDGGIMO_00255	CDS	1842	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
CBDGGIMO_00256	CDS	1449	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
CBDGGIMO_00257	CDS	153				hypothetical protein
CBDGGIMO_00258	CDS	135				hypothetical protein
CBDGGIMO_00259	CDS	210				hypothetical protein
CBDGGIMO_00260	CDS	351	yfgD		COG1393	putative protein YfgD
CBDGGIMO_00261	CDS	657				hypothetical protein
CBDGGIMO_00262	CDS	435				hypothetical protein
CBDGGIMO_00263	CDS	975	secF		COG0341	Protein translocase subunit SecF
CBDGGIMO_00264	CDS	1851	secD		COG0342	Protein translocase subunit SecD
CBDGGIMO_00265	CDS	294	yajC		COG1862	Sec translocon accessory complex subunit YajC
CBDGGIMO_00266	CDS	222				hypothetical protein
CBDGGIMO_00267	CDS	519				hypothetical protein
CBDGGIMO_00268	CDS	1149	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
CBDGGIMO_00269	CDS	1092	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
CBDGGIMO_00270	CDS	447				putative protein
CBDGGIMO_00271	CDS	1962	hap_1	3.4.21.-		Adhesion and penetration protein autotransporter
CBDGGIMO_00272	CDS	2130	hap_2	3.4.21.-		Adhesion and penetration protein autotransporter
CBDGGIMO_00273	CDS	2832	uvrA		COG0178	UvrABC system protein A
CBDGGIMO_00274	CDS	507	ssb			Single-stranded DNA-binding protein
CBDGGIMO_00275	CDS	813				hypothetical protein
CBDGGIMO_00276	CDS	444	tolR_1			Tol-Pal system protein TolR
CBDGGIMO_00277	CDS	453	tolQ_1			Tol-Pal system protein TolQ
CBDGGIMO_00278	CDS	468	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
CBDGGIMO_00279	CDS	897	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
CBDGGIMO_00280	CDS	648			COG3317	Outer membrane protein assembly factor BamC 
CBDGGIMO_00281	CDS	324	yfiA		COG1544	Ribosome-associated factor Y
CBDGGIMO_00282	tRNA	90				tRNA-Ser(gga)
CBDGGIMO_00283	CDS	993				hypothetical protein
CBDGGIMO_00284	CDS	588		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
CBDGGIMO_00285	CDS	726	kdkA	2.7.1.166	COG0515	3-deoxy-D-manno-octulosonic acid kinase
CBDGGIMO_00286	CDS	1044				hypothetical protein
CBDGGIMO_00287	CDS	2172	hxuC		COG1629	Heme/hemopexin utilization protein C
CBDGGIMO_00288	CDS	1698	hxuB		COG2831	Heme/hemopexin transporter protein HuxB
CBDGGIMO_00289	CDS	2718	hxuA		COG3210	Heme/hemopexin-binding protein
CBDGGIMO_00290	CDS	357	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
CBDGGIMO_00291	CDS	600	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
CBDGGIMO_00292	CDS	1704	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
CBDGGIMO_00293	CDS	1026	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
CBDGGIMO_00294	CDS	846	rpoH		COG0568	RNA polymerase sigma factor RpoH
CBDGGIMO_00295	CDS	933	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
CBDGGIMO_00296	CDS	867	djlA		COG1076	Co-chaperone protein DjlA
CBDGGIMO_00297	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
CBDGGIMO_00298	CDS	717	rph	2.7.7.56		Ribonuclease PH
CBDGGIMO_00299	tRNA	76				tRNA-Ala(ggc)
CBDGGIMO_00300	CDS	1443	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
CBDGGIMO_00301	tRNA	76				tRNA-Val(tac)
CBDGGIMO_00302	tRNA	76				tRNA-Val(tac)
CBDGGIMO_00303	tRNA	76				tRNA-Val(tac)
CBDGGIMO_00304	tRNA	76				tRNA-Val(tac)
CBDGGIMO_00305	CDS	1656				hypothetical protein
CBDGGIMO_00306	CDS	810				hypothetical protein
CBDGGIMO_00307	CDS	486				hypothetical protein
CBDGGIMO_00308	CDS	417				hypothetical protein
CBDGGIMO_00309	CDS	297				hypothetical protein
CBDGGIMO_00310	CDS	759	udp	2.4.2.3	COG2820	Uridine phosphorylase
CBDGGIMO_00311	CDS	1317	yhjE_1			Inner membrane metabolite transport protein YhjE
CBDGGIMO_00312	CDS	744	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
CBDGGIMO_00313	CDS	1707	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
CBDGGIMO_00314	CDS	1272	menF_1	5.4.4.2	COG1169	Isochorismate synthase MenF
CBDGGIMO_00315	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
CBDGGIMO_00316	CDS	1257	mtr			Tryptophan-specific transport protein
CBDGGIMO_00317	CDS	1368	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
CBDGGIMO_00318	CDS	1239	sdaC		COG0814	Serine transporter
CBDGGIMO_00319	CDS	2169	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
