locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCFEBHJJ_00050	CDS	993	aguA	3.5.3.12	COG2957	Agmatine deiminase
GCFEBHJJ_00051	CDS	699	dpnA_1	2.1.1.72		Modification methylase DpnIIB
GCFEBHJJ_00052	CDS	1068	bspRIM	2.1.1.37		Modification methylase BspRI
GCFEBHJJ_00053	CDS	231				hypothetical protein
GCFEBHJJ_00054	CDS	1029				hypothetical protein
GCFEBHJJ_00055	CDS	1260				hypothetical protein
GCFEBHJJ_00056	CDS	2472				hypothetical protein
GCFEBHJJ_00057	CDS	1491	putP		COG0591	High-affinity proline transporter PutP
GCFEBHJJ_00058	CDS	3558	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
GCFEBHJJ_00059	CDS	210				hypothetical protein
GCFEBHJJ_00060	CDS	90				hypothetical protein
GCFEBHJJ_00061	CDS	507				hypothetical protein
GCFEBHJJ_00062	CDS	855	smc			Chromosome partition protein Smc
GCFEBHJJ_00063	CDS	2442				hypothetical protein
GCFEBHJJ_00064	CDS	570				hypothetical protein
GCFEBHJJ_00065	CDS	261				hypothetical protein
GCFEBHJJ_00066	CDS	1491				hypothetical protein
GCFEBHJJ_00067	CDS	420				hypothetical protein
GCFEBHJJ_00068	CDS	354				hypothetical protein
GCFEBHJJ_00069	CDS	2427				hypothetical protein
GCFEBHJJ_00070	CDS	798	ureH		COG0829	Urease accessory protein UreH
GCFEBHJJ_00071	CDS	600	ureG		COG0378	Urease accessory protein UreG
GCFEBHJJ_00072	CDS	747	ureF		COG0830	Urease accessory protein UreF
GCFEBHJJ_00073	CDS	513	ureE		COG2371	Urease accessory protein UreE
GCFEBHJJ_00074	CDS	588	ureI			Acid-activated urea channel
GCFEBHJJ_00075	CDS	1710	ureB	3.5.1.5	COG0804	Urease subunit beta
GCFEBHJJ_00076	CDS	717	ureA	3.5.1.5	COG0831	Urease subunit alpha
GCFEBHJJ_00077	tRNA	76				tRNA-Val(gac)
GCFEBHJJ_00078	CDS	474	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
GCFEBHJJ_00079	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
GCFEBHJJ_00080	CDS	270	rpsT		COG0268	30S ribosomal protein S20
GCFEBHJJ_00081	CDS	1059	prfA		COG0216	Peptide chain release factor RF1
GCFEBHJJ_00082	CDS	258				hypothetical protein
GCFEBHJJ_00083	CDS	1788				hypothetical protein
GCFEBHJJ_00084	CDS	1782				hypothetical protein
GCFEBHJJ_00085	CDS	2022				hypothetical protein
GCFEBHJJ_00086	CDS	390	rpsI		COG0103	30S ribosomal protein S9
GCFEBHJJ_00087	CDS	426	rplM		COG0102	50S ribosomal protein L13
GCFEBHJJ_00088	CDS	189				hypothetical protein
GCFEBHJJ_00089	CDS	1353	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
GCFEBHJJ_00090	CDS	1374				hypothetical protein
GCFEBHJJ_00091	CDS	2016	rpoD		COG0568	RNA polymerase sigma factor RpoD
GCFEBHJJ_00092	CDS	696	mtnN	3.2.2.30	COG0775	Aminodeoxyfutalosine nucleosidase
GCFEBHJJ_00093	CDS	930	fenF	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
GCFEBHJJ_00094	tRNA	92				tRNA-Ser(gct)
GCFEBHJJ_00095	CDS	834	mboIR	3.1.21.4		Type-2 restriction enzyme MboI
GCFEBHJJ_00096	CDS	834				hypothetical protein
GCFEBHJJ_00097	CDS	441	wbnK	2.4.1.308		O-antigen biosynthesis glycosyltransferase WbnK
GCFEBHJJ_00098	CDS	468				hypothetical protein
GCFEBHJJ_00099	CDS	531				hypothetical protein
GCFEBHJJ_00100	CDS	945		1.-.-.-	COG1052	Putative 2-hydroxyacid dehydrogenase
GCFEBHJJ_00101	CDS	714				hypothetical protein
GCFEBHJJ_00102	CDS	1461	thrC	4.2.3.1	COG0498	Threonine synthase
GCFEBHJJ_00103	CDS	2028				hypothetical protein
GCFEBHJJ_00104	CDS	1107	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
GCFEBHJJ_00105	CDS	762				hypothetical protein
GCFEBHJJ_00106	CDS	780				hypothetical protein
GCFEBHJJ_00107	CDS	1695	mcp4		COG0840	Methyl-accepting chemotaxis protein 4
GCFEBHJJ_00108	CDS	1746	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
GCFEBHJJ_00109	CDS	468	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
GCFEBHJJ_00110	CDS	1143	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
GCFEBHJJ_00111	CDS	918	cysM	2.5.1.47	COG0031	Cysteine synthase
GCFEBHJJ_00112	CDS	489				hypothetical protein
GCFEBHJJ_00113	CDS	1863	dnaK			Chaperone protein DnaK
GCFEBHJJ_00114	CDS	570	grpE			Protein GrpE
GCFEBHJJ_00115	CDS	831	hrcA			Heat-inducible transcription repressor HrcA
GCFEBHJJ_00116	CDS	639				hypothetical protein
GCFEBHJJ_00117	CDS	297				hypothetical protein
GCFEBHJJ_00118	CDS	1887				hypothetical protein
GCFEBHJJ_00119	CDS	1545	flaB		COG1344	Flagellin B
GCFEBHJJ_00120	CDS	2211	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
GCFEBHJJ_00121	CDS	927	moaA_1			GTP 3',8-cyclase
GCFEBHJJ_00122	CDS	1188				hypothetical protein
GCFEBHJJ_00123	CDS	1386				hypothetical protein
GCFEBHJJ_00124	CDS	1197				hypothetical protein
GCFEBHJJ_00125	CDS	2439	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
GCFEBHJJ_00126	CDS	1839	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
GCFEBHJJ_00127	CDS	612	infC		COG0290	Translation initiation factor IF-3
GCFEBHJJ_00128	CDS	195				hypothetical protein
GCFEBHJJ_00129	CDS	351	rplT		COG0292	50S ribosomal protein L20
GCFEBHJJ_00130	CDS	861				hypothetical protein
GCFEBHJJ_00131	CDS	426				hypothetical protein
GCFEBHJJ_00132	CDS	861				hypothetical protein
GCFEBHJJ_00133	CDS	1368	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
GCFEBHJJ_00134	CDS	1242	sdaC		COG0814	Serine transporter
GCFEBHJJ_00135	CDS	1350	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
GCFEBHJJ_00136	CDS	135				hypothetical protein
GCFEBHJJ_00137	CDS	459	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
GCFEBHJJ_00138	CDS	636			COG1556	putative protein
GCFEBHJJ_00139	CDS	1446	lutB		COG1139	Lactate utilization protein B
GCFEBHJJ_00140	CDS	768	lutA		COG0247	Lactate utilization protein A
GCFEBHJJ_00141	CDS	1650	lldP_1		COG1620	L-lactate permease
GCFEBHJJ_00142	CDS	1656	lldP_2		COG1620	L-lactate permease
GCFEBHJJ_00143	CDS	870	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
GCFEBHJJ_00144	CDS	648	ttdT_1		COG0471	L-tartrate/succinate antiporter
GCFEBHJJ_00145	CDS	798	ttdT_2		COG0471	L-tartrate/succinate antiporter
GCFEBHJJ_00146	CDS	1467	ccoN1	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
GCFEBHJJ_00147	CDS	699				hypothetical protein
GCFEBHJJ_00148	CDS	219				hypothetical protein
GCFEBHJJ_00149	CDS	861	ccoP2		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP2
GCFEBHJJ_00150	CDS	207				hypothetical protein
GCFEBHJJ_00151	CDS	108				hypothetical protein
GCFEBHJJ_00152	CDS	585				hypothetical protein
GCFEBHJJ_00153	CDS	591				hypothetical protein
GCFEBHJJ_00154	CDS	813				hypothetical protein
GCFEBHJJ_00155	CDS	864	mqnD	4.1.-.-	COG2107	1,4-dihydroxy-6-naphtoate synthase
GCFEBHJJ_00156	CDS	1044	recA		COG0468	Protein RecA
GCFEBHJJ_00157	CDS	1281	eno	4.2.1.11	COG0148	Enolase
GCFEBHJJ_00158	CDS	276				hypothetical protein
GCFEBHJJ_00159	CDS	597				hypothetical protein
GCFEBHJJ_00160	CDS	489	aroK	2.7.1.71	COG0703	Shikimate kinase
GCFEBHJJ_00161	CDS	957				hypothetical protein
GCFEBHJJ_00162	CDS	1119				hypothetical protein
GCFEBHJJ_00163	CDS	921	hcpD_1	3.5.2.6	COG0790	Putative beta-lactamase HcpD
GCFEBHJJ_00164	CDS	723			COG0217	putative transcriptional regulatory protein
GCFEBHJJ_00165	CDS	972	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
GCFEBHJJ_00166	CDS	765				hypothetical protein
GCFEBHJJ_00167	CDS	522				hypothetical protein
GCFEBHJJ_00168	CDS	678	arlR		COG0745	Response regulator ArlR
GCFEBHJJ_00169	CDS	474				hypothetical protein
GCFEBHJJ_00170	CDS	264				hypothetical protein
GCFEBHJJ_00171	CDS	1269				hypothetical protein
GCFEBHJJ_00172	CDS	762				hypothetical protein
GCFEBHJJ_00173	CDS	1092	prfB		COG1186	Peptide chain release factor RF2
GCFEBHJJ_00174	CDS	1176	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
GCFEBHJJ_00175	CDS	768	fliR		COG1684	Flagellar biosynthetic protein FliR
GCFEBHJJ_00176	CDS	729				hypothetical protein
GCFEBHJJ_00177	CDS	900		5.2.1.8	COG0760	Putative peptidyl-prolyl cis-trans isomerase
GCFEBHJJ_00178	CDS	924	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
GCFEBHJJ_00179	CDS	564	efp		COG0231	Elongation factor P
GCFEBHJJ_00180	CDS	1023	pseI	2.5.1.97	COG2089	Pseudaminic acid synthase
GCFEBHJJ_00181	CDS	642	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
GCFEBHJJ_00182	CDS	1233	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
GCFEBHJJ_00183	CDS	702				hypothetical protein
GCFEBHJJ_00184	CDS	1506	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
GCFEBHJJ_00185	CDS	1251	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
GCFEBHJJ_00186	CDS	543				hypothetical protein
GCFEBHJJ_00187	CDS	804				hypothetical protein
GCFEBHJJ_00188	CDS	1233				hypothetical protein
GCFEBHJJ_00189	CDS	288				hypothetical protein
GCFEBHJJ_00190	CDS	102				hypothetical protein
GCFEBHJJ_00191	CDS	534				hypothetical protein
GCFEBHJJ_00192	CDS	1509	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
GCFEBHJJ_00193	CDS	738	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
GCFEBHJJ_00194	CDS	2145	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCFEBHJJ_00195	CDS	768	frdC		COG2009	Fumarate reductase cytochrome b subunit
GCFEBHJJ_00196	CDS	705	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
GCFEBHJJ_00197	CDS	828	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
GCFEBHJJ_00198	CDS	1011	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
GCFEBHJJ_00199	CDS	1158	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
GCFEBHJJ_00200	CDS	414	ndk	2.7.4.6		Nucleoside diphosphate kinase
GCFEBHJJ_00201	CDS	357				hypothetical protein
GCFEBHJJ_00202	CDS	147				hypothetical protein
GCFEBHJJ_00203	CDS	1014	plsX	2.3.1.274		Phosphate acyltransferase
GCFEBHJJ_00204	CDS	996	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
GCFEBHJJ_00205	CDS	276				hypothetical protein
GCFEBHJJ_00206	CDS	111				hypothetical protein
GCFEBHJJ_00207	CDS	384				hypothetical protein
GCFEBHJJ_00208	CDS	2382				hypothetical protein
GCFEBHJJ_00209	CDS	327				hypothetical protein
GCFEBHJJ_00210	CDS	1107	apbC		COG0489	Iron-sulfur cluster carrier protein
GCFEBHJJ_00211	CDS	1056				hypothetical protein
GCFEBHJJ_00212	CDS	120				hypothetical protein
GCFEBHJJ_00213	CDS	1317				hypothetical protein
GCFEBHJJ_00214	CDS	1866	htpG		COG0326	Chaperone protein HtpG
GCFEBHJJ_00215	CDS	753	hcpA	3.5.2.6	COG0790	Beta-lactamase HcpA
GCFEBHJJ_00216	CDS	1152	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
GCFEBHJJ_00217	CDS	1866	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
GCFEBHJJ_00218	CDS	1659	sdcS			Sodium-dependent dicarboxylate transporter SdcS
GCFEBHJJ_00219	CDS	801				hypothetical protein
GCFEBHJJ_00220	CDS	1107	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
GCFEBHJJ_00221	CDS	1143				hypothetical protein
GCFEBHJJ_00222	CDS	552				hypothetical protein
GCFEBHJJ_00223	CDS	462				hypothetical protein
GCFEBHJJ_00224	CDS	1164	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
GCFEBHJJ_00225	CDS	981				hypothetical protein
GCFEBHJJ_00226	CDS	222				hypothetical protein
GCFEBHJJ_00227	CDS	1347	radA	3.6.4.-	COG1066	DNA repair protein RadA
GCFEBHJJ_00228	CDS	1023	msrAB			Peptide methionine sulfoxide reductase msrA/msrB
GCFEBHJJ_00229	CDS	834				hypothetical protein
GCFEBHJJ_00230	CDS	2076				hypothetical protein
GCFEBHJJ_00231	CDS	1158	bicA		COG0659	Bicarbonate transporter BicA
GCFEBHJJ_00232	tRNA	75				tRNA-Asn(gtt)
GCFEBHJJ_00233	CDS	1452				hypothetical protein
GCFEBHJJ_00234	CDS	732	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
GCFEBHJJ_00235	CDS	798				hypothetical protein
GCFEBHJJ_00236	CDS	648				hypothetical protein
GCFEBHJJ_00237	CDS	1173	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
GCFEBHJJ_00238	CDS	531				hypothetical protein
GCFEBHJJ_00239	CDS	1068				hypothetical protein
GCFEBHJJ_00240	CDS	372				hypothetical protein
GCFEBHJJ_00241	CDS	921	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
GCFEBHJJ_00242	CDS	1734	proS	6.1.1.15	COG0442	Proline--tRNA ligase
GCFEBHJJ_00243	CDS	1350	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
GCFEBHJJ_00244	CDS	924	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
GCFEBHJJ_00245	CDS	396				hypothetical protein
GCFEBHJJ_00246	CDS	333				hypothetical protein
GCFEBHJJ_00247	CDS	435	dps	1.16.-.-	COG0783	DNA protection during starvation protein
GCFEBHJJ_00248	CDS	1146				hypothetical protein
GCFEBHJJ_00249	CDS	318				hypothetical protein
GCFEBHJJ_00250	CDS	1029	flgI			Flagellar P-ring protein
GCFEBHJJ_00251	CDS	1479	rhpA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase RhpA
GCFEBHJJ_00252	CDS	1089				hypothetical protein
GCFEBHJJ_00253	CDS	540				hypothetical protein
GCFEBHJJ_00254	CDS	1551	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
GCFEBHJJ_00255	CDS	1017	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
GCFEBHJJ_00256	tRNA	76				tRNA-Ala(ggc)
GCFEBHJJ_00257	CDS	1464				hypothetical protein
GCFEBHJJ_00258	CDS	1296				hypothetical protein
GCFEBHJJ_00259	CDS	1236	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
GCFEBHJJ_00260	CDS	429				hypothetical protein
GCFEBHJJ_00261	CDS	660				hypothetical protein
GCFEBHJJ_00262	CDS	1047	mmpA	3.4.24.-	COG0750	Metalloprotease MmpA
GCFEBHJJ_00263	CDS	1263	xseA_1	3.1.11.6		Exodeoxyribonuclease 7 large subunit
GCFEBHJJ_00264	CDS	1155				hypothetical protein
GCFEBHJJ_00265	CDS	399				hypothetical protein
GCFEBHJJ_00266	CDS	603				hypothetical protein
GCFEBHJJ_00267	CDS	759	dpnA_2	2.1.1.72		Modification methylase DpnIIB
GCFEBHJJ_00268	CDS	2571	clpB			Chaperone protein ClpB
GCFEBHJJ_00269	CDS	720	dipZ		COG0785	Protein DipZ
GCFEBHJJ_00270	CDS	1137	pyrC_1	3.5.2.3	COG0044	Dihydroorotase
GCFEBHJJ_00271	CDS	1230		3.5.4.4	COG0402	Adenosine deaminase
GCFEBHJJ_00272	CDS	243				hypothetical protein
GCFEBHJJ_00273	CDS	1314	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
GCFEBHJJ_00274	CDS	654				hypothetical protein
GCFEBHJJ_00275	CDS	1014				hypothetical protein
GCFEBHJJ_00276	CDS	534				hypothetical protein
GCFEBHJJ_00277	CDS	540				hypothetical protein
GCFEBHJJ_00278	CDS	399				hypothetical protein
GCFEBHJJ_00279	CDS	1293				hypothetical protein
GCFEBHJJ_00280	CDS	558	trpC_1	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
GCFEBHJJ_00281	CDS	255	fdx		COG1145	Ferredoxin
GCFEBHJJ_00282	CDS	1455	ppx	3.6.1.11	COG0248	Exopolyphosphatase
GCFEBHJJ_00283	CDS	1023	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
GCFEBHJJ_00284	CDS	987	lpxL	2.3.1.241		Lipid A biosynthesis lauroyltransferase
GCFEBHJJ_00285	CDS	1116	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
GCFEBHJJ_00286	CDS	1437				hypothetical protein
GCFEBHJJ_00287	CDS	1032	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
GCFEBHJJ_00288	CDS	1572				hypothetical protein
GCFEBHJJ_00289	CDS	1257	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
GCFEBHJJ_00290	CDS	1653	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
GCFEBHJJ_00291	CDS	519				hypothetical protein
GCFEBHJJ_00292	CDS	474				hypothetical protein
GCFEBHJJ_00293	CDS	8682				hypothetical protein
GCFEBHJJ_00294	CDS	1218	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
GCFEBHJJ_00295	CDS	291				hypothetical protein
GCFEBHJJ_00296	CDS	873				hypothetical protein
GCFEBHJJ_00297	CDS	1680	menF	5.4.4.2		Isochorismate synthase MenF
GCFEBHJJ_00298	CDS	1020	amiE	3.5.1.4	COG0388	Aliphatic amidase
GCFEBHJJ_00299	CDS	2487				hypothetical protein
GCFEBHJJ_00300	CDS	315	rplU		COG0261	50S ribosomal protein L21
GCFEBHJJ_00301	CDS	267	rpmA		COG0211	50S ribosomal protein L27
GCFEBHJJ_00302	CDS	1650	hbpA		COG0747	Heme-binding protein A
GCFEBHJJ_00303	CDS	1005	dppB		COG0601	Dipeptide transport system permease protein DppB
GCFEBHJJ_00304	CDS	858	dppC		COG1173	Dipeptide transport system permease protein DppC
GCFEBHJJ_00305	CDS	864	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
GCFEBHJJ_00306	CDS	807	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
GCFEBHJJ_00307	CDS	1083	obg	3.6.5.-		GTPase Obg
GCFEBHJJ_00308	CDS	990				hypothetical protein
GCFEBHJJ_00309	CDS	555				hypothetical protein
GCFEBHJJ_00310	CDS	1293	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
GCFEBHJJ_00311	CDS	264				hypothetical protein
GCFEBHJJ_00312	CDS	405				hypothetical protein
GCFEBHJJ_00313	CDS	879	yafV	3.5.1.3		Omega-amidase YafV
GCFEBHJJ_00314	CDS	882	pgdA	3.5.1.-		Peptidoglycan deacetylase
GCFEBHJJ_00315	CDS	369				hypothetical protein
GCFEBHJJ_00316	CDS	966	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
GCFEBHJJ_00317	CDS	1146				hypothetical protein
GCFEBHJJ_00318	CDS	285	vapD_1	3.1.-.-	COG3309	Endoribonuclease VapD
GCFEBHJJ_00319	CDS	393				hypothetical protein
GCFEBHJJ_00320	CDS	2238				hypothetical protein
GCFEBHJJ_00321	CDS	756	hugZ	1.14.99.-	COG0748	Heme oxygenase HugZ
GCFEBHJJ_00322	CDS	1626	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
GCFEBHJJ_00323	CDS	240	tatA			Sec-independent protein translocase protein TatA
GCFEBHJJ_00324	CDS	621	gmk	2.7.4.8	COG0194	Guanylate kinase
GCFEBHJJ_00325	CDS	1518				hypothetical protein
GCFEBHJJ_00326	CDS	543		2.7.8.-		Cardiolipin synthase
GCFEBHJJ_00327	CDS	738				hypothetical protein
GCFEBHJJ_00328	CDS	714	flgH			Flagellar L-ring protein
GCFEBHJJ_00329	CDS	1554				hypothetical protein
GCFEBHJJ_00330	CDS	543	pseH	2.3.1.202	COG1670	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase
GCFEBHJJ_00331	CDS	939	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
GCFEBHJJ_00332	CDS	783	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
GCFEBHJJ_00333	tRNA	77				tRNA-Arg(gcg)
GCFEBHJJ_00334	CDS	993	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
GCFEBHJJ_00335	CDS	807	minD		COG2894	Septum site-determining protein MinD
GCFEBHJJ_00336	CDS	234	minE		COG0851	Cell division topological specificity factor
GCFEBHJJ_00337	CDS	801				hypothetical protein
GCFEBHJJ_00338	CDS	405	yqgF	3.1.-.-		Putative pre-16S rRNA nuclease
GCFEBHJJ_00339	CDS	189				hypothetical protein
GCFEBHJJ_00340	CDS	417	hcpB	3.5.2.6	COG0790	Beta-lactamase HcpB
GCFEBHJJ_00341	CDS	306				hypothetical protein
GCFEBHJJ_00342	CDS	567				hypothetical protein
GCFEBHJJ_00343	CDS	378				hypothetical protein
GCFEBHJJ_00344	CDS	267				hypothetical protein
GCFEBHJJ_00345	CDS	387				hypothetical protein
GCFEBHJJ_00346	CDS	423				hypothetical protein
GCFEBHJJ_00347	CDS	411				hypothetical protein
GCFEBHJJ_00348	CDS	336				hypothetical protein
GCFEBHJJ_00349	CDS	771				hypothetical protein
GCFEBHJJ_00350	CDS	897		5.4.99.-	COG0564	putative RNA pseudouridine synthase
GCFEBHJJ_00351	CDS	1551	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
GCFEBHJJ_00352	CDS	1617	pyrG	6.3.4.2	COG0504	CTP synthase
GCFEBHJJ_00353	CDS	669				hypothetical protein
GCFEBHJJ_00354	CDS	1704	fliF		COG1766	Flagellar M-ring protein
GCFEBHJJ_00355	CDS	1032	fliG		COG1536	Flagellar motor switch protein FliG
GCFEBHJJ_00356	CDS	771				hypothetical protein
GCFEBHJJ_00357	CDS	1851	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
GCFEBHJJ_00358	CDS	1809	lepA	3.6.5.-	COG0481	Elongation factor 4
GCFEBHJJ_00359	CDS	759				hypothetical protein
